report_date,for_date_begin,purchase_type,head_count,avg_net_price,avg_carcass_weight,year,indexby_year
2002-12-11,2002-12-10,Packer Owned,66628,,195.58,2002,242
2002-12-12,2002-12-11,Prod. Sold (All Purchase Types),281296,47.36,198.67,2002,243
2002-12-12,2002-12-11,Packer Owned,65072,,197.87,2002,243
2002-12-13,2002-12-12,Packer Owned,62004,,198.02,2002,244
2002-12-13,2002-12-12,Prod. Sold (All Purchase Types),281610,47.27,199.06,2002,244
2002-12-16,2002-12-13,Prod. Sold (All Purchase Types),363483,46.61,198.85,2002,245
2002-12-16,2002-12-13,Packer Owned,76662,,202.58,2002,245
2002-12-17,2002-12-16,Packer Owned,65511,,199.15,2002,246
2002-12-17,2002-12-16,Prod. Sold (All Purchase Types),278100,46.84,199.35,2002,246
2002-12-18,2002-12-17,Packer Owned,66033,,199.94,2002,247
2002-12-18,2002-12-17,Prod. Sold (All Purchase Types),282918,47.22,198.67,2002,247
2002-12-19,2002-12-18,Packer Owned,65139,,199.45,2002,248
2002-12-19,2002-12-18,Prod. Sold (All Purchase Types),286348,47.18,198.59,2002,248
2002-12-20,2002-12-19,Packer Owned,65037,,201.5,2002,249
2002-12-20,2002-12-19,Prod. Sold (All Purchase Types),287369,47.37,197.96,2002,249
2002-12-23,2002-12-20,Prod. Sold (All Purchase Types),424332,46.64,199.44,2002,250
2002-12-23,2002-12-20,Packer Owned,85051,,203.19,2002,250
2002-12-24,2002-12-23,Prod. Sold (All Purchase Types),258495,46.27,198.55,2002,251
2002-12-24,2002-12-23,Packer Owned,42905,,200.68,2002,251
2002-12-26,2002-12-24,Prod. Sold (All Purchase Types),147681,47.28,196.9,2002,252
2002-12-26,2002-12-24,Packer Owned,14954,,202.48,2002,252
2002-12-27,2002-12-26,Prod. Sold (All Purchase Types),252577,46.51,198.67,2002,253
2002-12-27,2002-12-26,Packer Owned,58743,,199.85,2002,253
2002-12-30,2002-12-27,Prod. Sold (All Purchase Types),455186,46.31,199.82,2002,254
2002-12-30,2002-12-27,Packer Owned,126524,,201.77,2002,254
2002-12-31,2002-12-30,Packer Owned,66769,,199.87,2002,255
2002-12-31,2002-12-30,Prod. Sold (All Purchase Types),262441,46.39,199.24,2002,255
2003-01-02,2002-12-31,Packer Owned,59452,,197.16,2003,1
2003-01-02,2002-12-31,Prod. Sold (All Purchase Types),259136,46.63,198.54,2003,1
2003-01-03,2003-01-02,Packer Owned,66592,,202.03,2003,2
2003-01-03,2003-01-02,Prod. Sold (All Purchase Types),266481,46.78,200.1,2003,2
2003-01-06,2003-01-03,Prod. Sold (All Purchase Types),426336,46.88,200.86,2003,3
2003-01-06,2003-01-03,Packer Owned,84723,,201.76,2003,3
2003-01-07,2003-01-06,Prod. Sold (All Purchase Types),261353,47.14,200.78,2003,4
2003-01-07,2003-01-06,Packer Owned,66114,,199.63,2003,4
2003-01-08,2003-01-07,Prod. Sold (All Purchase Types),260821,47.38,200.33,2003,5
2003-01-08,2003-01-07,Packer Owned,60312,,198.44,2003,5
2003-01-09,2003-01-08,Prod. Sold (All Purchase Types),275843,47.63,199.74,2003,6
2003-01-09,2003-01-08,Packer Owned,62400,,200.27,2003,6
2003-01-10,2003-01-09,Prod. Sold (All Purchase Types),280505,47.33,199.58,2003,7
2003-01-10,2003-01-09,Packer Owned,63345,,198.74,2003,7
2003-01-13,2003-01-10,Packer Owned,60482,,199.79,2003,8
2003-01-13,2003-01-10,Prod. Sold (All Purchase Types),286707,47.01,199.61,2003,8
2003-01-14,2003-01-13,Packer Owned,66169,,197.56,2003,9
2003-01-14,2003-01-13,Prod. Sold (All Purchase Types),258850,47.55,200.19,2003,9
2003-01-15,2003-01-14,Prod. Sold (All Purchase Types),267462,47.57,200.2,2003,10
2003-01-15,2003-01-14,Packer Owned,64849,,201.37,2003,10
2003-01-16,2003-01-15,Packer Owned,64100,,197.17,2003,11
2003-01-16,2003-01-15,Prod. Sold (All Purchase Types),297898,48.36,199.59,2003,11
2003-01-17,2003-01-16,Packer Owned,58744,,198.99,2003,12
2003-01-17,2003-01-16,Prod. Sold (All Purchase Types),278695,49.06,200.15,2003,12
2003-01-20,2003-01-17,Packer Owned,58723,,202.23,2003,13
2003-01-20,2003-01-17,Prod. Sold (All Purchase Types),283318,49.21,200.32,2003,13
2003-01-21,2003-01-20,Packer Owned,60023,,196.12,2003,14
2003-01-21,2003-01-20,Prod. Sold (All Purchase Types),263153,49.98,199.92,2003,14
2003-01-22,2003-01-21,Prod. Sold (All Purchase Types),267531,50.08,199.56,2003,15
2003-01-22,2003-01-21,Packer Owned,64049,,198.2,2003,15
2003-01-23,2003-01-22,Packer Owned,57427,,202.22,2003,16
2003-01-23,2003-01-22,Prod. Sold (All Purchase Types),285159,50.4,199.16,2003,16
2003-01-24,2003-01-23,Prod. Sold (All Purchase Types),253007,50.62,199.16,2003,17
2003-01-24,2003-01-23,Packer Owned,55891,,200.62,2003,17
2003-01-27,2003-01-24,Prod. Sold (All Purchase Types),306033,50.9,200.41,2003,18
2003-01-27,2003-01-24,Packer Owned,67442,,202.46,2003,18
2003-01-28,2003-01-27,Prod. Sold (All Purchase Types),262412,50.74,198.89,2003,19
2003-01-28,2003-01-27,Packer Owned,67131,,196.49,2003,19
2003-01-29,2003-01-28,Prod. Sold (All Purchase Types),272263,50.6,198.86,2003,20
2003-01-29,2003-01-28,Packer Owned,63456,,197.22,2003,20
2003-01-30,2003-01-29,Packer Owned,57340,,198.68,2003,21
2003-01-30,2003-01-29,Prod. Sold (All Purchase Types),281952,50.67,198.2,2003,21
2003-01-31,2003-01-30,Prod. Sold (All Purchase Types),272741,50.45,198.88,2003,22
2003-01-31,2003-01-30,Packer Owned,60551,,198.84,2003,22
2003-02-03,2003-01-31,Packer Owned,67234,,197.63,2003,23
2003-02-03,2003-01-31,Prod. Sold (All Purchase Types),283420,50.44,199.3,2003,23
2003-02-04,2003-02-03,Prod. Sold (All Purchase Types),268075,50.64,199.24,2003,24
2003-02-04,2003-02-03,Packer Owned,64594,,197.5,2003,24
2003-02-05,2003-02-04,Prod. Sold (All Purchase Types),264049,50.63,198.96,2003,25
2003-02-05,2003-02-04,Packer Owned,60779,,198.04,2003,25
2003-02-06,2003-02-05,Packer Owned,66047,,198.85,2003,26
2003-02-06,2003-02-05,Prod. Sold (All Purchase Types),272974,51.08,199.03,2003,26
2003-02-07,2003-02-06,Packer Owned,65465,,199.25,2003,27
2003-02-07,2003-02-06,Prod. Sold (All Purchase Types),269738,50.98,199.7,2003,27
2003-02-10,2003-02-07,Packer Owned,75246,,200.59,2003,28
2003-02-10,2003-02-07,Prod. Sold (All Purchase Types),287165,50.78,199.55,2003,28
2003-02-11,2003-02-10,Packer Owned,67439,,197.55,2003,29
2003-02-11,2003-02-10,Prod. Sold (All Purchase Types),264384,50.82,198.37,2003,29
2003-02-12,2003-02-11,Packer Owned,67443,,197.41,2003,30
2003-02-12,2003-02-11,Prod. Sold (All Purchase Types),273413,50.65,198.52,2003,30
2003-02-13,2003-02-12,Prod. Sold (All Purchase Types),272454,51.13,198.51,2003,31
2003-02-13,2003-02-12,Packer Owned,67694,,197.82,2003,31
2003-02-14,2003-02-13,Prod. Sold (All Purchase Types),276472,50.95,199.14,2003,32
2003-02-14,2003-02-13,Packer Owned,66365,,198.52,2003,32
2003-02-17,2003-02-14,Prod. Sold (All Purchase Types),273851,51.2,199.6,2003,33
2003-02-17,2003-02-14,Packer Owned,67763,,196.62,2003,33
2003-02-18,2003-02-17,Prod. Sold (All Purchase Types),246761,51.2,199.19,2003,34
2003-02-18,2003-02-17,Packer Owned,59065,,195.16,2003,34
2003-02-19,2003-02-18,Packer Owned,63097,,196.87,2003,35
2003-02-19,2003-02-18,Prod. Sold (All Purchase Types),269181,51.22,199.24,2003,35
2003-02-20,2003-02-19,Prod. Sold (All Purchase Types),278884,51.12,198.74,2003,36
2003-02-20,2003-02-19,Packer Owned,75146,,198.04,2003,36
2003-02-21,2003-02-20,Prod. Sold (All Purchase Types),286232,50.7,199.34,2003,37
2003-02-21,2003-02-20,Packer Owned,66979,,198.22,2003,37
2003-02-24,2003-02-21,Prod. Sold (All Purchase Types),301248,50.53,198.64,2003,38
2003-02-24,2003-02-21,Packer Owned,68212,,197.67,2003,38
2003-02-25,2003-02-24,Packer Owned,64850,,195.33,2003,39
2003-02-25,2003-02-24,Prod. Sold (All Purchase Types),259393,50.47,199.02,2003,39
2003-02-26,2003-02-25,Packer Owned,65419,,196.08,2003,40
2003-02-26,2003-02-25,Prod. Sold (All Purchase Types),285165,50.38,198.82,2003,40
2003-02-27,2003-02-26,Prod. Sold (All Purchase Types),284107,50.6,199.04,2003,41
2003-02-27,2003-02-26,Packer Owned,71380,,196.08,2003,41
2003-02-28,2003-02-27,Prod. Sold (All Purchase Types),280043,50.44,198.81,2003,42
2003-02-28,2003-02-27,Packer Owned,65417,,198.39,2003,42
2003-03-03,2003-02-28,Prod. Sold (All Purchase Types),298684,50.44,199.12,2003,43
2003-03-03,2003-02-28,Packer Owned,76925,,200.82,2003,43
2003-03-04,2003-03-03,Packer Owned,65965,,198.06,2003,44
2003-03-04,2003-03-03,Prod. Sold (All Purchase Types),270602,50.57,198.87,2003,44
2003-03-05,2003-03-04,Packer Owned,65158,,196.49,2003,45
2003-03-05,2003-03-04,Prod. Sold (All Purchase Types),273603,50.24,199.17,2003,45
2003-03-06,2003-03-05,Packer Owned,60968,,197.1,2003,46
2003-03-06,2003-03-05,Prod. Sold (All Purchase Types),286049,50.74,198.81,2003,46
2003-03-07,2003-03-06,Packer Owned,63548,,198.34,2003,47
2003-03-07,2003-03-06,Prod. Sold (All Purchase Types),279974,50.7,199.53,2003,47
2003-03-10,2003-03-07,Packer Owned,65837,,199.1,2003,48
2003-03-10,2003-03-07,Prod. Sold (All Purchase Types),293225,50.53,199.35,2003,48
2003-03-11,2003-03-10,Packer Owned,66027,,197.49,2003,49
2003-03-11,2003-03-10,Prod. Sold (All Purchase Types),268275,50.83,199.14,2003,49
2003-03-12,2003-03-11,Prod. Sold (All Purchase Types),282917,50.94,199.18,2003,50
2003-03-12,2003-03-11,Packer Owned,64818,,196.56,2003,50
2003-03-13,2003-03-12,Packer Owned,62688,,197.74,2003,51
2003-03-13,2003-03-12,Prod. Sold (All Purchase Types),275542,51.42,198.72,2003,51
2003-03-14,2003-03-13,Prod. Sold (All Purchase Types),271061,51.79,199.48,2003,52
2003-03-14,2003-03-13,Packer Owned,43035,,198.13,2003,52
2003-03-17,2003-03-14,Packer Owned,62527,,198.62,2003,53
2003-03-17,2003-03-14,Prod. Sold (All Purchase Types),304120,51.97,198.79,2003,53
2003-03-18,2003-03-17,Packer Owned,65143,,196.45,2003,54
2003-03-18,2003-03-17,Prod. Sold (All Purchase Types),256842,51.92,199.3,2003,54
2003-03-19,2003-03-18,Packer Owned,64030,,196.18,2003,55
2003-03-19,2003-03-18,Prod. Sold (All Purchase Types),284126,52.0,198.83,2003,55
2003-03-20,2003-03-19,Packer Owned,60284,,197.12,2003,56
2003-03-20,2003-03-19,Prod. Sold (All Purchase Types),283235,52.07,198.92,2003,56
2003-03-21,2003-03-20,Packer Owned,61376,,197.54,2003,57
2003-03-21,2003-03-20,Prod. Sold (All Purchase Types),275213,52.13,199.62,2003,57
2003-03-24,2003-03-21,Prod. Sold (All Purchase Types),302293,52.13,199.22,2003,58
2003-03-24,2003-03-21,Packer Owned,65654,,198.41,2003,58
2003-03-25,2003-03-24,Prod. Sold (All Purchase Types),270111,52.49,199.51,2003,59
2003-03-25,2003-03-24,Packer Owned,62326,,198.07,2003,59
2003-03-26,2003-03-25,Packer Owned,64613,,197.38,2003,60
2003-03-26,2003-03-25,Prod. Sold (All Purchase Types),276988,52.26,199.0,2003,60
2003-03-27,2003-03-26,Packer Owned,70846,,197.3,2003,61
2003-03-27,2003-03-26,Prod. Sold (All Purchase Types),287250,52.33,198.84,2003,61
2003-03-28,2003-03-27,Packer Owned,64102,,198.61,2003,62
2003-03-28,2003-03-27,Prod. Sold (All Purchase Types),283408,52.0,199.08,2003,62
2003-03-31,2003-03-28,Packer Owned,54344,,200.03,2003,63
2003-03-31,2003-03-28,Prod. Sold (All Purchase Types),275872,51.84,200.09,2003,63
2003-04-01,2003-03-31,Packer Owned,58780,,197.65,2003,64
2003-04-01,2003-03-31,Prod. Sold (All Purchase Types),275880,51.55,199.47,2003,64
2003-04-02,2003-04-01,Packer Owned,63411,,196.76,2003,65
2003-04-02,2003-04-01,Prod. Sold (All Purchase Types),270419,51.2,199.27,2003,65
2003-04-03,2003-04-02,Prod. Sold (All Purchase Types),271652,51.02,199.49,2003,66
2003-04-03,2003-04-02,Packer Owned,69938,,197.92,2003,66
2003-04-04,2003-04-03,Prod. Sold (All Purchase Types),268838,50.97,200.47,2003,67
2003-04-04,2003-04-03,Packer Owned,64046,,196.74,2003,67
2003-04-07,2003-04-04,Prod. Sold (All Purchase Types),273455,50.67,199.41,2003,68
2003-04-07,2003-04-04,Packer Owned,77739,,199.07,2003,68
2003-04-08,2003-04-07,Prod. Sold (All Purchase Types),265926,50.98,199.65,2003,69
2003-04-08,2003-04-07,Packer Owned,65649,,198.01,2003,69
2003-04-09,2003-04-08,Prod. Sold (All Purchase Types),272263,51.11,199.35,2003,70
2003-04-09,2003-04-08,Packer Owned,65532,,197.91,2003,70
2003-04-10,2003-04-09,Packer Owned,61095,,197.82,2003,71
2003-04-10,2003-04-09,Prod. Sold (All Purchase Types),279882,51.56,199.29,2003,71
2003-04-11,2003-04-10,Packer Owned,60689,,196.93,2003,72
2003-04-11,2003-04-10,Prod. Sold (All Purchase Types),277126,51.75,199.97,2003,72
2003-04-14,2003-04-11,Packer Owned,73210,,200.35,2003,73
2003-04-14,2003-04-11,Prod. Sold (All Purchase Types),267730,51.76,199.22,2003,73
2003-04-15,2003-04-14,Packer Owned,66215,,195.99,2003,74
2003-04-15,2003-04-14,Prod. Sold (All Purchase Types),277755,51.67,198.22,2003,74
2003-04-16,2003-04-15,Packer Owned,68718,,198.4,2003,75
2003-04-16,2003-04-15,Prod. Sold (All Purchase Types),272144,51.24,198.2,2003,75
2003-04-17,2003-04-16,Packer Owned,71963,,197.83,2003,76
2003-04-17,2003-04-16,Prod. Sold (All Purchase Types),281316,51.38,198.74,2003,76
2003-04-18,2003-04-17,Packer Owned,48161,,198.24,2003,77
2003-04-18,2003-04-17,Prod. Sold (All Purchase Types),265381,51.41,200.14,2003,77
2003-04-21,2003-04-18,Packer Owned,42976,,200.76,2003,78
2003-04-21,2003-04-18,Prod. Sold (All Purchase Types),316775,51.83,199.48,2003,78
2003-04-22,2003-04-21,Packer Owned,50816,,199.0,2003,79
2003-04-22,2003-04-21,Prod. Sold (All Purchase Types),176722,50.55,201.44,2003,79
2003-04-23,2003-04-22,Prod. Sold (All Purchase Types),246703,51.46,198.74,2003,80
2003-04-23,2003-04-22,Packer Owned,66807,,198.77,2003,80
2003-04-24,2003-04-23,Prod. Sold (All Purchase Types),279024,52.38,199.21,2003,81
2003-04-24,2003-04-23,Packer Owned,70312,,196.54,2003,81
2003-04-25,2003-04-24,Prod. Sold (All Purchase Types),260399,53.05,199.86,2003,82
2003-04-25,2003-04-24,Packer Owned,65313,,198.22,2003,82
2003-04-28,2003-04-25,Packer Owned,75630,,200.6,2003,83
2003-04-28,2003-04-25,Prod. Sold (All Purchase Types),341360,54.34,199.6,2003,83
2003-04-29,2003-04-28,Prod. Sold (All Purchase Types),237451,54.99,198.81,2003,84
2003-04-29,2003-04-28,Packer Owned,66870,,196.24,2003,84
2003-04-30,2003-04-29,Packer Owned,67629,,197.34,2003,85
2003-04-30,2003-04-29,Prod. Sold (All Purchase Types),258971,55.63,198.72,2003,85
2003-05-01,2003-04-30,Packer Owned,64474,,199.61,2003,86
2003-05-01,2003-04-30,Prod. Sold (All Purchase Types),255301,55.91,198.12,2003,86
2003-05-02,2003-05-01,Packer Owned,62525,,199.02,2003,87
2003-05-02,2003-05-01,Prod. Sold (All Purchase Types),260925,55.94,199.01,2003,87
2003-05-05,2003-05-02,Prod. Sold (All Purchase Types),256424,56.11,198.84,2003,88
2003-05-05,2003-05-02,Packer Owned,64862,,199.39,2003,88
2003-05-06,2003-05-05,Packer Owned,59994,,197.04,2003,89
2003-05-06,2003-05-05,Prod. Sold (All Purchase Types),255266,56.43,198.77,2003,89
2003-05-07,2003-05-06,Packer Owned,65086,,198.02,2003,90
2003-05-07,2003-05-06,Prod. Sold (All Purchase Types),267794,56.66,198.26,2003,90
2003-05-08,2003-05-07,Prod. Sold (All Purchase Types),273309,57.25,198.44,2003,91
2003-05-08,2003-05-07,Packer Owned,68878,,196.56,2003,91
2003-05-09,2003-05-08,Packer Owned,62697,,197.32,2003,92
2003-05-09,2003-05-08,Prod. Sold (All Purchase Types),272217,57.5,197.99,2003,92
2003-05-12,2003-05-09,Prod. Sold (All Purchase Types),286500,58.05,198.85,2003,93
2003-05-12,2003-05-09,Packer Owned,61135,,199.69,2003,93
2003-05-13,2003-05-12,Packer Owned,67707,,198.11,2003,94
2003-05-13,2003-05-12,Prod. Sold (All Purchase Types),253901,58.59,198.6,2003,94
2003-05-14,2003-05-13,Prod. Sold (All Purchase Types),263966,59.85,197.43,2003,95
2003-05-14,2003-05-13,Packer Owned,63123,,196.54,2003,95
2003-05-15,2003-05-14,Prod. Sold (All Purchase Types),260527,60.46,198.82,2003,96
2003-05-15,2003-05-14,Packer Owned,70857,,195.42,2003,96
2003-05-16,2003-05-15,Packer Owned,60279,,195.3,2003,97
2003-05-16,2003-05-15,Prod. Sold (All Purchase Types),257447,61.01,198.65,2003,97
2003-05-19,2003-05-16,Packer Owned,67309,,197.52,2003,98
2003-05-19,2003-05-16,Prod. Sold (All Purchase Types),257236,61.57,198.27,2003,98
2003-05-20,2003-05-19,Packer Owned,63735,,195.01,2003,99
2003-05-20,2003-05-19,Prod. Sold (All Purchase Types),259592,62.17,198.27,2003,99
2003-05-21,2003-05-20,Packer Owned,61402,,194.91,2003,100
2003-05-21,2003-05-20,Prod. Sold (All Purchase Types),266724,63.14,198.37,2003,100
2003-05-22,2003-05-21,Packer Owned,68449,,196.28,2003,101
2003-05-22,2003-05-21,Prod. Sold (All Purchase Types),263200,63.32,198.06,2003,101
2003-05-23,2003-05-22,Packer Owned,61967,,197.13,2003,102
2003-05-23,2003-05-22,Prod. Sold (All Purchase Types),265185,63.07,197.7,2003,102
2003-05-27,2003-05-23,Packer Owned,67017,,197.42,2003,103
2003-05-27,2003-05-23,Prod. Sold (All Purchase Types),259750,62.64,198.49,2003,103
2003-05-28,2003-05-27,Prod. Sold (All Purchase Types),253950,61.9,198.68,2003,104
2003-05-28,2003-05-27,Packer Owned,62037,,196.39,2003,104
2003-05-29,2003-05-28,Prod. Sold (All Purchase Types),269574,61.7,198.81,2003,105
2003-05-29,2003-05-28,Packer Owned,65045,,196.8,2003,105
2003-05-30,2003-05-29,Prod. Sold (All Purchase Types),277599,61.16,199.16,2003,106
2003-05-30,2003-05-29,Packer Owned,59199,,196.72,2003,106
2003-06-02,2003-05-30,Packer Owned,71707,,198.92,2003,107
2003-06-02,2003-05-30,Prod. Sold (All Purchase Types),302285,61.13,198.55,2003,107
2003-06-03,2003-06-02,Prod. Sold (All Purchase Types),256512,61.44,198.91,2003,108
2003-06-03,2003-06-02,Packer Owned,63989,,196.59,2003,108
2003-06-04,2003-06-03,Prod. Sold (All Purchase Types),263650,61.69,198.27,2003,109
2003-06-04,2003-06-03,Packer Owned,62463,,196.91,2003,109
2003-06-05,2003-06-04,Prod. Sold (All Purchase Types),272860,62.49,198.56,2003,110
2003-06-05,2003-06-04,Packer Owned,64486,,197.99,2003,110
2003-06-06,2003-06-05,Prod. Sold (All Purchase Types),273142,63.01,199.07,2003,111
2003-06-06,2003-06-05,Packer Owned,59420,,196.7,2003,111
2003-06-09,2003-06-06,Packer Owned,67369,,197.95,2003,112
2003-06-09,2003-06-06,Prod. Sold (All Purchase Types),256181,63.6,197.98,2003,112
2003-06-10,2003-06-09,Prod. Sold (All Purchase Types),261206,64.27,198.57,2003,113
2003-06-10,2003-06-09,Packer Owned,65991,,195.35,2003,113
2003-06-11,2003-06-10,Prod. Sold (All Purchase Types),264966,65.08,198.35,2003,114
2003-06-11,2003-06-10,Packer Owned,65137,,196.11,2003,114
2003-06-12,2003-06-11,Prod. Sold (All Purchase Types),280182,65.87,197.94,2003,115
2003-06-12,2003-06-11,Packer Owned,63669,,196.42,2003,115
2003-06-13,2003-06-12,Prod. Sold (All Purchase Types),257065,66.05,198.35,2003,116
2003-06-13,2003-06-12,Packer Owned,61483,,195.69,2003,116
2003-06-16,2003-06-13,Prod. Sold (All Purchase Types),252501,65.99,197.4,2003,117
2003-06-16,2003-06-13,Packer Owned,63887,,195.64,2003,117
2003-06-17,2003-06-16,Packer Owned,63284,,194.98,2003,118
2003-06-17,2003-06-16,Prod. Sold (All Purchase Types),260783,66.06,197.24,2003,118
2003-06-18,2003-06-17,Prod. Sold (All Purchase Types),264616,66.57,197.63,2003,119
2003-06-18,2003-06-17,Packer Owned,65144,,194.69,2003,119
2003-06-19,2003-06-18,Packer Owned,60623,,195.91,2003,120
2003-06-19,2003-06-18,Prod. Sold (All Purchase Types),254821,66.82,197.48,2003,120
2003-06-20,2003-06-19,Packer Owned,54722,,196.62,2003,121
2003-06-20,2003-06-19,Prod. Sold (All Purchase Types),265959,66.73,198.0,2003,121
2003-06-23,2003-06-20,Packer Owned,69222,,197.06,2003,122
2003-06-23,2003-06-20,Prod. Sold (All Purchase Types),265747,66.59,197.93,2003,122
2003-06-24,2003-06-23,Packer Owned,65030,,191.93,2003,123
2003-06-24,2003-06-23,Prod. Sold (All Purchase Types),232831,66.36,196.24,2003,123
2003-06-25,2003-06-24,Packer Owned,66923,,194.33,2003,124
2003-06-25,2003-06-24,Prod. Sold (All Purchase Types),251548,66.34,196.43,2003,124
2003-06-26,2003-06-25,Prod. Sold (All Purchase Types),249996,65.85,195.66,2003,125
2003-06-26,2003-06-25,Packer Owned,61159,,193.31,2003,125
2003-06-27,2003-06-26,Packer Owned,63135,,193.2,2003,126
2003-06-27,2003-06-26,Prod. Sold (All Purchase Types),267057,65.24,195.97,2003,126
2003-06-30,2003-06-27,Prod. Sold (All Purchase Types),265871,64.56,195.45,2003,127
2003-06-30,2003-06-27,Packer Owned,70447,,196.65,2003,127
2003-07-01,2003-06-30,Packer Owned,60744,,194.65,2003,128
2003-07-01,2003-06-30,Prod. Sold (All Purchase Types),268173,63.54,195.46,2003,128
2003-07-02,2003-07-01,Prod. Sold (All Purchase Types),270155,62.62,195.07,2003,129
2003-07-02,2003-07-01,Packer Owned,66356,,193.22,2003,129
2003-07-03,2003-07-02,Packer Owned,64658,,192.74,2003,130
2003-07-03,2003-07-02,Prod. Sold (All Purchase Types),259766,62.34,195.43,2003,130
2003-07-07,2003-07-03,Prod. Sold (All Purchase Types),254607,62.23,195.48,2003,131
2003-07-07,2003-07-03,Packer Owned,73120,,193.8,2003,131
2003-07-08,2003-07-07,Prod. Sold (All Purchase Types),222418,62.51,195.36,2003,132
2003-07-08,2003-07-07,Packer Owned,66130,,193.35,2003,132
2003-07-09,2003-07-08,Prod. Sold (All Purchase Types),262054,62.45,195.5,2003,133
2003-07-09,2003-07-08,Packer Owned,66860,,192.28,2003,133
2003-07-10,2003-07-09,Prod. Sold (All Purchase Types),262839,62.66,195.63,2003,134
2003-07-10,2003-07-09,Packer Owned,62342,,191.39,2003,134
2003-07-11,2003-07-10,Prod. Sold (All Purchase Types),264207,62.77,195.98,2003,135
2003-07-11,2003-07-10,Packer Owned,65267,,192.09,2003,135
2003-07-14,2003-07-11,Prod. Sold (All Purchase Types),266235,62.71,194.89,2003,136
2003-07-14,2003-07-11,Packer Owned,74334,,196.57,2003,136
2003-07-15,2003-07-14,Prod. Sold (All Purchase Types),234800,62.29,195.45,2003,137
2003-07-15,2003-07-14,Packer Owned,69157,,192.72,2003,137
2003-07-16,2003-07-15,Packer Owned,67873,,190.96,2003,138
2003-07-16,2003-07-15,Prod. Sold (All Purchase Types),268445,62.03,195.12,2003,138
2003-07-17,2003-07-16,Prod. Sold (All Purchase Types),267436,61.48,195.21,2003,139
2003-07-17,2003-07-16,Packer Owned,66459,,193.21,2003,139
2003-07-18,2003-07-17,Prod. Sold (All Purchase Types),276295,60.98,196.06,2003,140
2003-07-18,2003-07-17,Packer Owned,66086,,191.5,2003,140
2003-07-21,2003-07-18,Packer Owned,69987,,192.58,2003,141
2003-07-21,2003-07-18,Prod. Sold (All Purchase Types),273084,60.89,195.66,2003,141
2003-07-22,2003-07-21,Packer Owned,64059,,190.94,2003,142
2003-07-22,2003-07-21,Prod. Sold (All Purchase Types),239028,61.07,194.4,2003,142
2003-07-23,2003-07-22,Packer Owned,62440,,189.68,2003,143
2003-07-23,2003-07-22,Prod. Sold (All Purchase Types),260236,61.24,194.98,2003,143
2003-07-24,2003-07-23,Packer Owned,63689,,190.83,2003,144
2003-07-24,2003-07-23,Prod. Sold (All Purchase Types),276398,61.39,195.16,2003,144
2003-07-25,2003-07-24,Packer Owned,65234,,192.8,2003,145
2003-07-25,2003-07-24,Prod. Sold (All Purchase Types),271043,61.14,195.78,2003,145
2003-07-28,2003-07-25,Packer Owned,67519,,193.81,2003,146
2003-07-28,2003-07-25,Prod. Sold (All Purchase Types),268272,60.98,194.34,2003,146
2003-07-29,2003-07-28,Prod. Sold (All Purchase Types),237520,60.74,194.57,2003,147
2003-07-29,2003-07-28,Packer Owned,63522,,190.28,2003,147
2003-07-30,2003-07-29,Packer Owned,62812,,187.77,2003,148
2003-07-30,2003-07-29,Prod. Sold (All Purchase Types),264370,60.86,194.22,2003,148
2003-07-31,2003-07-30,Prod. Sold (All Purchase Types),269896,60.7,194.98,2003,149
2003-07-31,2003-07-30,Packer Owned,64556,,191.71,2003,149
2003-08-01,2003-07-31,Packer Owned,65333,,191.86,2003,150
2003-08-01,2003-07-31,Prod. Sold (All Purchase Types),255131,60.3,195.23,2003,150
2003-08-04,2003-08-01,Packer Owned,61182,,192.17,2003,151
2003-08-04,2003-08-01,Prod. Sold (All Purchase Types),279132,60.35,194.79,2003,151
2003-08-05,2003-08-04,Packer Owned,62936,,190.91,2003,152
2003-08-05,2003-08-04,Prod. Sold (All Purchase Types),212482,60.22,192.96,2003,152
2003-08-06,2003-08-05,Prod. Sold (All Purchase Types),247458,59.94,194.35,2003,153
2003-08-06,2003-08-05,Packer Owned,65592,,190.06,2003,153
2003-08-07,2003-08-06,Packer Owned,63661,,190.27,2003,154
2003-08-07,2003-08-06,Prod. Sold (All Purchase Types),278246,59.52,194.89,2003,154
2003-08-08,2003-08-07,Prod. Sold (All Purchase Types),273677,59.64,195.27,2003,155
2003-08-08,2003-08-07,Packer Owned,62157,,191.6,2003,155
2003-08-11,2003-08-08,Packer Owned,65108,,193.46,2003,156
2003-08-11,2003-08-08,Prod. Sold (All Purchase Types),312064,59.91,195.28,2003,156
2003-08-12,2003-08-11,Packer Owned,61545,,188.87,2003,157
2003-08-12,2003-08-11,Prod. Sold (All Purchase Types),249273,60.2,194.62,2003,157
2003-08-13,2003-08-12,Packer Owned,66098,,192.53,2003,158
2003-08-13,2003-08-12,Prod. Sold (All Purchase Types),282052,60.21,193.59,2003,158
2003-08-14,2003-08-13,Prod. Sold (All Purchase Types),287604,60.38,194.05,2003,159
2003-08-14,2003-08-13,Packer Owned,64905,,192.36,2003,159
2003-08-15,2003-08-14,Packer Owned,62058,,193.0,2003,160
2003-08-15,2003-08-14,Prod. Sold (All Purchase Types),287421,60.15,194.6,2003,160
2003-08-18,2003-08-15,Prod. Sold (All Purchase Types),340501,59.86,194.18,2003,161
2003-08-18,2003-08-15,Packer Owned,63866,,192.15,2003,161
