report_date,for_date_begin,purchase_type,head_count,avg_net_price,avg_carcass_weight,year,indexby_year
2023-03-21,2023-03-20,Packer Owned,182531,,221.54,2023,56
2023-03-21,2023-03-20,Prod. Sold (All Purchase Types),214372,82.08,213.17,2023,56
2023-03-22,2023-03-21,Packer Owned,174413,,223.19,2023,57
2023-03-22,2023-03-21,Prod. Sold (All Purchase Types),229841,81.09,213.15,2023,57
2023-03-23,2023-03-22,Prod. Sold (All Purchase Types),238386,80.96,213.52,2023,58
2023-03-23,2023-03-22,Packer Owned,179430,,222.06,2023,58
2023-03-24,2023-03-23,Prod. Sold (All Purchase Types),249175,80.07,214.56,2023,59
2023-03-24,2023-03-23,Packer Owned,182238,,223.47,2023,59
2023-03-27,2023-03-24,Prod. Sold (All Purchase Types),276165,79.57,215.48,2023,60
2023-03-27,2023-03-24,Packer Owned,210349,,221.26,2023,60
2023-03-28,2023-03-27,Prod. Sold (All Purchase Types),230782,79.93,213.8,2023,61
2023-03-28,2023-03-27,Packer Owned,187098,,219.67,2023,61
2023-03-29,2023-03-28,Packer Owned,172230,,223.21,2023,62
2023-03-29,2023-03-28,Prod. Sold (All Purchase Types),232215,79.92,213.73,2023,62
2023-03-30,2023-03-29,Packer Owned,186795,,222.62,2023,63
2023-03-30,2023-03-29,Prod. Sold (All Purchase Types),240519,79.39,213.83,2023,63
2023-03-31,2023-03-30,Packer Owned,178731,,221.79,2023,64
2023-03-31,2023-03-30,Prod. Sold (All Purchase Types),240023,79.01,214.36,2023,64
2023-04-03,2023-03-31,Prod. Sold (All Purchase Types),255509,78.19,214.87,2023,65
2023-04-03,2023-03-31,Packer Owned,231181,,224.31,2023,65
2023-04-04,2023-04-03,Prod. Sold (All Purchase Types),227653,78.63,212.14,2023,66
2023-04-04,2023-04-03,Packer Owned,186304,,222.87,2023,66
2023-04-05,2023-04-04,Prod. Sold (All Purchase Types),241860,77.8,214.64,2023,67
2023-04-05,2023-04-04,Packer Owned,183757,,223.08,2023,67
2023-04-06,2023-04-05,Prod. Sold (All Purchase Types),233068,77.44,215.63,2023,68
2023-04-06,2023-04-05,Packer Owned,181590,,221.44,2023,68
2023-04-07,2023-04-06,Prod. Sold (All Purchase Types),233810,76.35,214.93,2023,69
2023-04-07,2023-04-06,Packer Owned,178163,,223.34,2023,69
2023-04-10,2023-04-07,Packer Owned,150314,,222.11,2023,70
2023-04-10,2023-04-07,Prod. Sold (All Purchase Types),194167,76.78,215.06,2023,70
2023-04-11,2023-04-10,Prod. Sold (All Purchase Types),172056,76.51,212.81,2023,71
2023-04-11,2023-04-10,Packer Owned,133169,,220.6,2023,71
2023-04-12,2023-04-11,Prod. Sold (All Purchase Types),228220,76.29,214.0,2023,72
2023-04-12,2023-04-11,Packer Owned,178308,,222.86,2023,72
2023-04-13,2023-04-12,Prod. Sold (All Purchase Types),243975,76.42,213.72,2023,73
2023-04-13,2023-04-12,Packer Owned,179572,,222.47,2023,73
2023-04-14,2023-04-13,Packer Owned,178823,,222.57,2023,74
2023-04-14,2023-04-13,Prod. Sold (All Purchase Types),239600,75.44,214.53,2023,74
2023-04-17,2023-04-14,Prod. Sold (All Purchase Types),278988,75.59,214.85,2023,75
2023-04-17,2023-04-14,Packer Owned,213130,,222.21,2023,75
2023-04-18,2023-04-17,Prod. Sold (All Purchase Types),224500,76.36,213.43,2023,76
2023-04-18,2023-04-17,Packer Owned,178326,,222.36,2023,76
2023-04-19,2023-04-18,Prod. Sold (All Purchase Types),240127,76.08,213.08,2023,77
2023-04-19,2023-04-18,Packer Owned,171410,,223.63,2023,77
2023-04-20,2023-04-19,Prod. Sold (All Purchase Types),229344,77.37,213.87,2023,78
2023-04-20,2023-04-19,Packer Owned,177174,,222.29,2023,78
2023-04-21,2023-04-20,Prod. Sold (All Purchase Types),237912,76.76,213.58,2023,79
2023-04-21,2023-04-20,Packer Owned,176919,,223.93,2023,79
2023-04-24,2023-04-21,Packer Owned,217812,,223.43,2023,80
2023-04-24,2023-04-21,Prod. Sold (All Purchase Types),271571,76.0,215.1,2023,80
2023-04-25,2023-04-24,Packer Owned,178841,,221.24,2023,81
2023-04-25,2023-04-24,Prod. Sold (All Purchase Types),225480,77.25,212.57,2023,81
2023-04-26,2023-04-25,Prod. Sold (All Purchase Types),216424,77.55,211.92,2023,82
2023-04-26,2023-04-25,Packer Owned,170735,,221.12,2023,82
2023-04-27,2023-04-26,Prod. Sold (All Purchase Types),242824,77.35,213.25,2023,83
2023-04-27,2023-04-26,Packer Owned,177870,,222.18,2023,83
2023-04-28,2023-04-27,Prod. Sold (All Purchase Types),235701,77.09,212.62,2023,84
2023-04-28,2023-04-27,Packer Owned,178697,,222.09,2023,84
2023-05-01,2023-04-28,Packer Owned,172711,,223.15,2023,85
2023-05-01,2023-04-28,Prod. Sold (All Purchase Types),246525,77.7,214.01,2023,85
2023-05-02,2023-05-01,Prod. Sold (All Purchase Types),222020,78.46,212.44,2023,86
2023-05-02,2023-05-01,Packer Owned,174551,,221.37,2023,86
2023-05-03,2023-05-02,Packer Owned,172601,,222.46,2023,87
2023-05-03,2023-05-02,Prod. Sold (All Purchase Types),232627,79.09,212.13,2023,87
2023-05-04,2023-05-03,Prod. Sold (All Purchase Types),225826,79.21,212.09,2023,88
2023-05-04,2023-05-03,Packer Owned,180787,,221.26,2023,88
2023-05-05,2023-05-04,Packer Owned,177832,,221.43,2023,89
2023-05-05,2023-05-04,Prod. Sold (All Purchase Types),234913,78.82,212.76,2023,89
2023-05-08,2023-05-05,Prod. Sold (All Purchase Types),271850,78.32,213.09,2023,90
2023-05-08,2023-05-05,Packer Owned,232043,,223.67,2023,90
2023-05-09,2023-05-08,Prod. Sold (All Purchase Types),227449,78.82,211.75,2023,91
2023-05-09,2023-05-08,Packer Owned,177926,,219.83,2023,91
2023-05-10,2023-05-09,Prod. Sold (All Purchase Types),230856,79.03,210.91,2023,92
2023-05-10,2023-05-09,Packer Owned,154472,,218.88,2023,92
2023-05-11,2023-05-10,Prod. Sold (All Purchase Types),215414,79.74,211.01,2023,93
2023-05-11,2023-05-10,Packer Owned,180693,,220.57,2023,93
2023-05-12,2023-05-11,Packer Owned,177282,,220.53,2023,94
2023-05-12,2023-05-11,Prod. Sold (All Purchase Types),232642,79.75,211.9,2023,94
2023-05-15,2023-05-12,Packer Owned,182160,,222.52,2023,95
2023-05-15,2023-05-12,Prod. Sold (All Purchase Types),251614,79.82,212.4,2023,95
2023-05-16,2023-05-15,Packer Owned,179368,,218.8,2023,96
2023-05-16,2023-05-15,Prod. Sold (All Purchase Types),229137,80.73,210.71,2023,96
2023-05-17,2023-05-16,Prod. Sold (All Purchase Types),227015,82.25,210.85,2023,97
2023-05-17,2023-05-16,Packer Owned,170661,,220.26,2023,97
2023-05-18,2023-05-17,Prod. Sold (All Purchase Types),215280,83.14,211.33,2023,98
2023-05-18,2023-05-17,Packer Owned,182040,,219.63,2023,98
2023-05-19,2023-05-18,Packer Owned,178456,,219.26,2023,99
2023-05-19,2023-05-18,Prod. Sold (All Purchase Types),235470,82.69,211.04,2023,99
2023-05-22,2023-05-19,Packer Owned,201958,,219.59,2023,100
2023-05-22,2023-05-19,Prod. Sold (All Purchase Types),249989,83.02,212.44,2023,100
2023-05-23,2023-05-22,Packer Owned,182679,,218.3,2023,101
2023-05-23,2023-05-22,Prod. Sold (All Purchase Types),232598,83.45,209.29,2023,101
2023-05-24,2023-05-23,Packer Owned,176689,,217.89,2023,102
2023-05-24,2023-05-23,Prod. Sold (All Purchase Types),226342,83.39,209.3,2023,102
2023-05-25,2023-05-24,Packer Owned,181053,,217.98,2023,103
2023-05-25,2023-05-24,Prod. Sold (All Purchase Types),227981,83.68,209.84,2023,103
2023-05-26,2023-05-25,Prod. Sold (All Purchase Types),241463,82.62,210.39,2023,104
2023-05-26,2023-05-25,Packer Owned,167730,,218.22,2023,104
2023-05-30,2023-05-26,Prod. Sold (All Purchase Types),226492,82.29,211.04,2023,105
2023-05-30,2023-05-26,Packer Owned,157547,,218.5,2023,105
2023-05-31,2023-05-30,Packer Owned,174371,,219.47,2023,106
2023-05-31,2023-05-30,Prod. Sold (All Purchase Types),218217,81.84,209.36,2023,106
2023-06-01,2023-05-31,Packer Owned,176447,,216.98,2023,107
2023-06-01,2023-05-31,Prod. Sold (All Purchase Types),245341,82.87,210.15,2023,107
2023-06-02,2023-06-01,Prod. Sold (All Purchase Types),231392,83.77,209.95,2023,108
2023-06-02,2023-06-01,Packer Owned,176436,,219.62,2023,108
2023-06-05,2023-06-02,Prod. Sold (All Purchase Types),276781,83.71,210.81,2023,109
2023-06-05,2023-06-02,Packer Owned,225123,,216.91,2023,109
2023-06-06,2023-06-05,Prod. Sold (All Purchase Types),220554,84.89,209.05,2023,110
2023-06-06,2023-06-05,Packer Owned,178770,,214.84,2023,110
2023-06-07,2023-06-06,Packer Owned,165299,,215.33,2023,111
2023-06-07,2023-06-06,Prod. Sold (All Purchase Types),224895,85.61,207.7,2023,111
2023-06-08,2023-06-07,Prod. Sold (All Purchase Types),217486,86.18,208.73,2023,112
2023-06-08,2023-06-07,Packer Owned,177403,,215.87,2023,112
2023-06-09,2023-06-08,Packer Owned,172729,,216.83,2023,113
2023-06-09,2023-06-08,Prod. Sold (All Purchase Types),237751,86.19,209.78,2023,113
2023-06-12,2023-06-09,Prod. Sold (All Purchase Types),248482,86.1,211.18,2023,114
2023-06-12,2023-06-09,Packer Owned,181143,,219.03,2023,114
2023-06-13,2023-06-12,Packer Owned,177663,,213.9,2023,115
2023-06-13,2023-06-12,Prod. Sold (All Purchase Types),217787,87.31,208.1,2023,115
2023-06-14,2023-06-13,Packer Owned,165663,,215.78,2023,116
2023-06-14,2023-06-13,Prod. Sold (All Purchase Types),221615,87.77,207.95,2023,116
2023-06-15,2023-06-14,Prod. Sold (All Purchase Types),232650,88.21,207.95,2023,117
2023-06-15,2023-06-14,Packer Owned,178628,,214.79,2023,117
2023-06-16,2023-06-15,Prod. Sold (All Purchase Types),222503,88.78,208.11,2023,118
2023-06-16,2023-06-15,Packer Owned,171099,,216.21,2023,118
2023-06-19,2023-06-16,Prod. Sold (All Purchase Types),229342,89.47,208.91,2023,119
2023-06-19,2023-06-16,Packer Owned,177737,,217.03,2023,119
2023-06-20,2023-06-19,Packer Owned,177810,,212.31,2023,120
2023-06-20,2023-06-19,Prod. Sold (All Purchase Types),217887,90.27,207.47,2023,120
2023-06-21,2023-06-20,Prod. Sold (All Purchase Types),227983,91.23,207.15,2023,121
2023-06-21,2023-06-20,Packer Owned,168430,,212.89,2023,121
2023-06-22,2023-06-21,Packer Owned,166119,,211.34,2023,122
2023-06-22,2023-06-21,Prod. Sold (All Purchase Types),215176,92.18,207.31,2023,122
2023-06-23,2023-06-22,Prod. Sold (All Purchase Types),238606,92.66,207.58,2023,123
2023-06-23,2023-06-22,Packer Owned,174310,,211.53,2023,123
2023-06-26,2023-06-23,Prod. Sold (All Purchase Types),216063,92.84,207.28,2023,124
2023-06-26,2023-06-23,Packer Owned,218392,,215.37,2023,124
2023-06-27,2023-06-26,Packer Owned,160455,,211.96,2023,125
2023-06-27,2023-06-26,Prod. Sold (All Purchase Types),222469,93.12,206.24,2023,125
2023-06-28,2023-06-27,Prod. Sold (All Purchase Types),227549,93.83,206.22,2023,126
2023-06-28,2023-06-27,Packer Owned,168229,,211.39,2023,126
2023-06-29,2023-06-28,Packer Owned,173919,,211.9,2023,127
2023-06-29,2023-06-28,Prod. Sold (All Purchase Types),210217,94.43,206.26,2023,127
2023-06-30,2023-06-29,Packer Owned,172046,,210.97,2023,128
2023-06-30,2023-06-29,Prod. Sold (All Purchase Types),227922,94.39,206.45,2023,128
2023-07-03,2023-06-30,Packer Owned,205951,,211.84,2023,129
2023-07-03,2023-06-30,Prod. Sold (All Purchase Types),236937,95.07,207.15,2023,129
2023-07-05,2023-07-03,Prod. Sold (All Purchase Types),210146,95.66,205.41,2023,130
2023-07-05,2023-07-03,Packer Owned,114897,,208.85,2023,130
2023-07-06,2023-07-05,Packer Owned,182183,,212.39,2023,131
2023-07-06,2023-07-05,Prod. Sold (All Purchase Types),216898,97.35,206.72,2023,131
2023-07-07,2023-07-06,Prod. Sold (All Purchase Types),221197,98.46,207.35,2023,132
2023-07-07,2023-07-06,Packer Owned,175076,,213.23,2023,132
2023-07-10,2023-07-07,Packer Owned,253575,,214.13,2023,133
2023-07-10,2023-07-07,Prod. Sold (All Purchase Types),280743,98.57,209.04,2023,133
2023-07-11,2023-07-10,Packer Owned,172492,,209.92,2023,134
2023-07-11,2023-07-10,Prod. Sold (All Purchase Types),223795,98.94,207.06,2023,134
2023-07-12,2023-07-11,Packer Owned,168416,,211.12,2023,135
2023-07-12,2023-07-11,Prod. Sold (All Purchase Types),229604,99.48,206.94,2023,135
2023-07-13,2023-07-12,Packer Owned,170532,,212.23,2023,136
2023-07-13,2023-07-12,Prod. Sold (All Purchase Types),219280,100.76,207.6,2023,136
2023-07-14,2023-07-13,Packer Owned,171381,,211.88,2023,137
2023-07-14,2023-07-13,Prod. Sold (All Purchase Types),235161,100.89,207.67,2023,137
2023-07-17,2023-07-14,Prod. Sold (All Purchase Types),232667,101.6,207.71,2023,138
2023-07-17,2023-07-14,Packer Owned,173786,,211.06,2023,138
2023-07-18,2023-07-17,Prod. Sold (All Purchase Types),200999,102.75,207.11,2023,139
2023-07-18,2023-07-17,Packer Owned,168284,,209.5,2023,139
2023-07-19,2023-07-18,Prod. Sold (All Purchase Types),228223,102.43,206.64,2023,140
2023-07-19,2023-07-18,Packer Owned,170390,,210.07,2023,140
2023-07-20,2023-07-19,Prod. Sold (All Purchase Types),231267,102.47,208.33,2023,141
2023-07-20,2023-07-19,Packer Owned,174799,,209.48,2023,141
2023-07-21,2023-07-20,Prod. Sold (All Purchase Types),235512,102.72,207.63,2023,142
2023-07-21,2023-07-20,Packer Owned,175040,,210.56,2023,142
2023-07-24,2023-07-21,Packer Owned,172502,,211.47,2023,143
2023-07-24,2023-07-21,Prod. Sold (All Purchase Types),222824,103.43,207.76,2023,143
2023-07-25,2023-07-24,Prod. Sold (All Purchase Types),210158,104.55,207.14,2023,144
2023-07-25,2023-07-24,Packer Owned,175180,,209.47,2023,144
2023-07-26,2023-07-25,Prod. Sold (All Purchase Types),240799,104.57,206.88,2023,145
2023-07-26,2023-07-25,Packer Owned,172729,,209.52,2023,145
2023-07-27,2023-07-26,Prod. Sold (All Purchase Types),219895,104.52,206.63,2023,146
2023-07-27,2023-07-26,Packer Owned,171886,,209.84,2023,146
2023-07-28,2023-07-27,Prod. Sold (All Purchase Types),227050,104.58,206.55,2023,147
2023-07-28,2023-07-27,Packer Owned,171283,,210.08,2023,147
2023-07-31,2023-07-28,Prod. Sold (All Purchase Types),260890,104.55,207.21,2023,148
2023-07-31,2023-07-28,Packer Owned,203624,,210.68,2023,148
2023-08-01,2023-07-31,Packer Owned,183443,,206.89,2023,149
2023-08-01,2023-07-31,Prod. Sold (All Purchase Types),227614,104.77,205.41,2023,149
2023-08-02,2023-08-01,Packer Owned,171797,,206.51,2023,150
2023-08-02,2023-08-01,Prod. Sold (All Purchase Types),235682,104.9,206.14,2023,150
2023-08-03,2023-08-02,Packer Owned,181206,,208.02,2023,151
2023-08-03,2023-08-02,Prod. Sold (All Purchase Types),227415,104.83,206.59,2023,151
2023-08-04,2023-08-03,Packer Owned,171618,,208.87,2023,152
2023-08-04,2023-08-03,Prod. Sold (All Purchase Types),235617,104.14,206.17,2023,152
2023-08-07,2023-08-04,Prod. Sold (All Purchase Types),188964,103.76,206.32,2023,153
2023-08-07,2023-08-04,Packer Owned,163915,,208.82,2023,153
2023-08-08,2023-08-07,Prod. Sold (All Purchase Types),191840,103.58,205.88,2023,154
2023-08-08,2023-08-07,Packer Owned,161999,,208.6,2023,154
2023-08-09,2023-08-08,Prod. Sold (All Purchase Types),236952,103.56,205.95,2023,155
2023-08-09,2023-08-08,Packer Owned,166523,,207.09,2023,155
2023-08-10,2023-08-09,Packer Owned,177348,,208.09,2023,156
2023-08-10,2023-08-09,Prod. Sold (All Purchase Types),235764,102.97,206.36,2023,156
2023-08-11,2023-08-10,Prod. Sold (All Purchase Types),245964,102.16,206.96,2023,157
2023-08-11,2023-08-10,Packer Owned,169740,,208.9,2023,157
2023-08-14,2023-08-11,Prod. Sold (All Purchase Types),282777,102.11,207.03,2023,158
2023-08-14,2023-08-11,Packer Owned,171549,,209.03,2023,158
2023-08-15,2023-08-14,Prod. Sold (All Purchase Types),220925,101.35,205.45,2023,159
2023-08-15,2023-08-14,Packer Owned,174779,,208.07,2023,159
2023-08-16,2023-08-15,Prod. Sold (All Purchase Types),227976,100.8,206.54,2023,160
2023-08-16,2023-08-15,Packer Owned,170984,,207.89,2023,160
2023-08-17,2023-08-16,Prod. Sold (All Purchase Types),239833,98.39,206.7,2023,161
2023-08-17,2023-08-16,Packer Owned,174573,,208.34,2023,161
2023-08-18,2023-08-17,Packer Owned,172763,,209.35,2023,162
2023-08-18,2023-08-17,Prod. Sold (All Purchase Types),239655,97.33,207.2,2023,162
2023-08-21,2023-08-18,Prod. Sold (All Purchase Types),260782,96.45,207.34,2023,163
2023-08-21,2023-08-18,Packer Owned,192674,,209.4,2023,163
2023-08-22,2023-08-21,Prod. Sold (All Purchase Types),222156,96.41,204.86,2023,164
2023-08-22,2023-08-21,Packer Owned,174574,,205.61,2023,164
2023-08-23,2023-08-22,Prod. Sold (All Purchase Types),237039,95.59,204.38,2023,165
2023-08-23,2023-08-22,Packer Owned,170086,,205.6,2023,165
2023-08-24,2023-08-23,Prod. Sold (All Purchase Types),214450,94.43,204.88,2023,166
2023-08-24,2023-08-23,Packer Owned,178230,,205.85,2023,166
2023-08-25,2023-08-24,Prod. Sold (All Purchase Types),232562,93.43,204.76,2023,167
2023-08-25,2023-08-24,Packer Owned,175875,,206.65,2023,167
2023-08-28,2023-08-25,Prod. Sold (All Purchase Types),298814,92.46,205.67,2023,168
2023-08-28,2023-08-25,Packer Owned,217652,,208.65,2023,168
2023-08-29,2023-08-28,Prod. Sold (All Purchase Types),238640,90.62,204.49,2023,169
2023-08-29,2023-08-28,Packer Owned,183213,,205.98,2023,169
2023-08-30,2023-08-29,Packer Owned,175166,,205.73,2023,170
2023-08-30,2023-08-29,Prod. Sold (All Purchase Types),230251,90.09,204.67,2023,170
2023-08-31,2023-08-30,Prod. Sold (All Purchase Types),226047,88.73,204.92,2023,171
2023-08-31,2023-08-30,Packer Owned,180080,,207.32,2023,171
2023-09-01,2023-08-31,Prod. Sold (All Purchase Types),233947,87.78,205.81,2023,172
2023-09-01,2023-08-31,Packer Owned,166493,,208.66,2023,172
2023-09-05,2023-09-01,Prod. Sold (All Purchase Types),236184,87.0,206.22,2023,173
2023-09-05,2023-09-01,Packer Owned,189917,,209.42,2023,173
2023-09-06,2023-09-05,Prod. Sold (All Purchase Types),218455,87.06,205.77,2023,174
2023-09-06,2023-09-05,Packer Owned,164640,,206.41,2023,174
2023-09-07,2023-09-06,Prod. Sold (All Purchase Types),242255,87.29,206.8,2023,175
2023-09-07,2023-09-06,Packer Owned,181184,,208.59,2023,175
2023-09-08,2023-09-07,Packer Owned,156056,,210.36,2023,176
2023-09-08,2023-09-07,Prod. Sold (All Purchase Types),244751,87.0,207.51,2023,176
2023-09-11,2023-09-08,Prod. Sold (All Purchase Types),403176,86.79,208.29,2023,177
2023-09-11,2023-09-08,Packer Owned,303388,,210.33,2023,177
2023-09-12,2023-09-11,Packer Owned,164788,,208.17,2023,178
2023-09-12,2023-09-11,Prod. Sold (All Purchase Types),231159,87.12,206.04,2023,178
2023-09-13,2023-09-12,Packer Owned,170189,,208.47,2023,179
2023-09-13,2023-09-12,Prod. Sold (All Purchase Types),238529,87.44,206.23,2023,179
2023-09-14,2023-09-13,Packer Owned,179121,,209.19,2023,180
2023-09-14,2023-09-13,Prod. Sold (All Purchase Types),224164,88.0,207.09,2023,180
2023-09-15,2023-09-14,Packer Owned,179416,,210.36,2023,181
2023-09-15,2023-09-14,Prod. Sold (All Purchase Types),242276,87.63,207.52,2023,181
2023-09-18,2023-09-15,Packer Owned,259259,,211.53,2023,182
2023-09-18,2023-09-15,Prod. Sold (All Purchase Types),280100,87.42,209.25,2023,182
2023-09-19,2023-09-18,Prod. Sold (All Purchase Types),235528,87.38,207.51,2023,183
2023-09-19,2023-09-18,Packer Owned,180389,,208.72,2023,183
2023-09-20,2023-09-19,Packer Owned,174330,,209.04,2023,184
2023-09-20,2023-09-19,Prod. Sold (All Purchase Types),241498,87.92,207.46,2023,184
2023-09-21,2023-09-20,Packer Owned,181124,,209.67,2023,185
2023-09-21,2023-09-20,Prod. Sold (All Purchase Types),230397,88.25,207.88,2023,185
2023-09-22,2023-09-21,Packer Owned,180353,,210.15,2023,186
2023-09-22,2023-09-21,Prod. Sold (All Purchase Types),247671,87.67,208.49,2023,186
2023-09-25,2023-09-22,Prod. Sold (All Purchase Types),298803,86.97,210.01,2023,187
2023-09-25,2023-09-22,Packer Owned,217678,,212.14,2023,187
2023-09-26,2023-09-25,Packer Owned,178690,,208.47,2023,188
2023-09-26,2023-09-25,Prod. Sold (All Purchase Types),216584,86.84,208.52,2023,188
2023-09-27,2023-09-26,Packer Owned,172450,,208.39,2023,189
2023-09-27,2023-09-26,Prod. Sold (All Purchase Types),241721,86.96,208.66,2023,189
2023-09-28,2023-09-27,Packer Owned,181413,,210.51,2023,190
2023-09-28,2023-09-27,Prod. Sold (All Purchase Types),236036,86.81,209.07,2023,190
2023-09-29,2023-09-28,Packer Owned,175063,,211.34,2023,191
2023-09-29,2023-09-28,Prod. Sold (All Purchase Types),238881,86.28,210.02,2023,191
2023-10-02,2023-09-29,Packer Owned,263167,,212.39,2023,192
2023-10-02,2023-09-29,Prod. Sold (All Purchase Types),334070,85.63,209.89,2023,192
2023-10-03,2023-10-02,Prod. Sold (All Purchase Types),223428,85.53,208.25,2023,193
2023-10-03,2023-10-02,Packer Owned,178842,,209.54,2023,193
2023-10-04,2023-10-03,Packer Owned,172128,,211.35,2023,194
2023-10-04,2023-10-03,Prod. Sold (All Purchase Types),244065,84.96,209.27,2023,194
2023-10-05,2023-10-04,Packer Owned,184984,,210.98,2023,195
2023-10-05,2023-10-04,Prod. Sold (All Purchase Types),230641,84.5,209.82,2023,195
2023-10-06,2023-10-05,Prod. Sold (All Purchase Types),241509,83.73,209.87,2023,196
2023-10-06,2023-10-05,Packer Owned,182869,,212.04,2023,196
2023-10-09,2023-10-06,Prod. Sold (All Purchase Types),305651,83.71,210.91,2023,197
2023-10-09,2023-10-06,Packer Owned,235325,,214.08,2023,197
2023-10-10,2023-10-09,Prod. Sold (All Purchase Types),242714,83.79,209.56,2023,198
2023-10-10,2023-10-09,Packer Owned,183380,,211.15,2023,198
2023-10-11,2023-10-10,Prod. Sold (All Purchase Types),234728,83.76,209.96,2023,199
2023-10-11,2023-10-10,Packer Owned,175203,,211.75,2023,199
2023-10-12,2023-10-11,Packer Owned,181482,,213.55,2023,200
2023-10-12,2023-10-11,Prod. Sold (All Purchase Types),234810,83.77,210.84,2023,200
2023-10-13,2023-10-12,Packer Owned,180269,,213.51,2023,201
2023-10-13,2023-10-12,Prod. Sold (All Purchase Types),234679,83.27,210.5,2023,201
2023-10-16,2023-10-13,Packer Owned,248013,,215.14,2023,202
2023-10-16,2023-10-13,Prod. Sold (All Purchase Types),339192,82.59,211.81,2023,202
2023-10-17,2023-10-16,Packer Owned,182061,,213.4,2023,203
2023-10-17,2023-10-16,Prod. Sold (All Purchase Types),225375,82.11,210.81,2023,203
2023-10-18,2023-10-17,Packer Owned,172318,,211.84,2023,204
2023-10-18,2023-10-17,Prod. Sold (All Purchase Types),233384,81.11,210.33,2023,204
2023-10-19,2023-10-18,Packer Owned,180773,,215.05,2023,205
2023-10-19,2023-10-18,Prod. Sold (All Purchase Types),229622,80.6,211.35,2023,205
2023-10-20,2023-10-19,Packer Owned,181249,,215.04,2023,206
2023-10-20,2023-10-19,Prod. Sold (All Purchase Types),236299,79.93,212.1,2023,206
2023-10-23,2023-10-20,Prod. Sold (All Purchase Types),353604,78.84,212.76,2023,207
2023-10-23,2023-10-20,Packer Owned,248067,,215.82,2023,207
2023-10-24,2023-10-23,Packer Owned,182671,,212.8,2023,208
2023-10-24,2023-10-23,Prod. Sold (All Purchase Types),233966,78.92,210.89,2023,208
2023-10-25,2023-10-24,Prod. Sold (All Purchase Types),235095,78.99,211.18,2023,209
2023-10-25,2023-10-24,Packer Owned,177325,,213.55,2023,209
2023-10-26,2023-10-25,Prod. Sold (All Purchase Types),234419,78.56,212.35,2023,210
2023-10-26,2023-10-25,Packer Owned,185485,,213.5,2023,210
2023-10-27,2023-10-26,Packer Owned,178734,,215.95,2023,211
2023-10-27,2023-10-26,Prod. Sold (All Purchase Types),239216,78.37,212.39,2023,211
2023-10-30,2023-10-27,Packer Owned,234594,,216.63,2023,212
2023-10-30,2023-10-27,Prod. Sold (All Purchase Types),337350,77.88,213.82,2023,212
2023-10-31,2023-10-30,Prod. Sold (All Purchase Types),226439,78.13,211.78,2023,213
2023-10-31,2023-10-30,Packer Owned,181335,,215.43,2023,213
2023-11-01,2023-10-31,Prod. Sold (All Purchase Types),236828,78.07,212.75,2023,214
2023-11-01,2023-10-31,Packer Owned,174139,,214.61,2023,214
2023-11-02,2023-11-01,Prod. Sold (All Purchase Types),228884,77.96,212.13,2023,215
2023-11-02,2023-11-01,Packer Owned,185879,,216.58,2023,215
2023-11-03,2023-11-02,Packer Owned,182612,,215.52,2023,216
2023-11-03,2023-11-02,Prod. Sold (All Purchase Types),235970,77.3,213.06,2023,216
2023-11-06,2023-11-03,Prod. Sold (All Purchase Types),349098,77.38,214.27,2023,217
2023-11-06,2023-11-03,Packer Owned,282156,,216.59,2023,217
2023-11-07,2023-11-06,Prod. Sold (All Purchase Types),233405,77.86,211.56,2023,218
2023-11-07,2023-11-06,Packer Owned,169544,,214.64,2023,218
2023-11-08,2023-11-07,Packer Owned,183126,,213.7,2023,219
2023-11-08,2023-11-07,Prod. Sold (All Purchase Types),247261,78.4,212.69,2023,219
2023-11-09,2023-11-08,Prod. Sold (All Purchase Types),231890,78.2,213.01,2023,220
2023-11-09,2023-11-08,Packer Owned,186332,,215.02,2023,220
2023-11-10,2023-11-09,Packer Owned,152461,,216.2,2023,221
2023-11-10,2023-11-09,Prod. Sold (All Purchase Types),238955,77.31,213.84,2023,221
2023-11-13,2023-11-10,Prod. Sold (All Purchase Types),349021,77.12,214.74,2023,222
2023-11-13,2023-11-10,Packer Owned,208821,,216.99,2023,222
2023-11-14,2023-11-13,Prod. Sold (All Purchase Types),235886,77.88,212.17,2023,223
2023-11-14,2023-11-13,Packer Owned,167926,,214.83,2023,223
2023-11-15,2023-11-14,Prod. Sold (All Purchase Types),225703,77.52,213.05,2023,224
2023-11-15,2023-11-14,Packer Owned,172245,,214.48,2023,224
2023-11-16,2023-11-15,Prod. Sold (All Purchase Types),229560,77.24,213.37,2023,225
2023-11-16,2023-11-15,Packer Owned,186410,,215.31,2023,225
2023-11-17,2023-11-16,Prod. Sold (All Purchase Types),239947,76.53,213.71,2023,226
2023-11-17,2023-11-16,Packer Owned,178780,,216.98,2023,226
2023-11-20,2023-11-17,Prod. Sold (All Purchase Types),371759,75.77,215.59,2023,227
2023-11-20,2023-11-17,Packer Owned,254263,,219.35,2023,227
2023-11-21,2023-11-20,Packer Owned,174402,,216.21,2023,228
2023-11-21,2023-11-20,Prod. Sold (All Purchase Types),236530,76.12,213.48,2023,228
2023-11-22,2023-11-21,Prod. Sold (All Purchase Types),232736,76.31,213.11,2023,229
2023-11-22,2023-11-21,Packer Owned,181030,,218.12,2023,229
2023-11-24,2023-11-22,Packer Owned,169934,,218.1,2023,230
