report_date,reported_for_date,weight_range,purchase_type,head_count,price_low,price_high,wtd_avg,avg_weight,total_head,week_of_year,year,indexby_year
2022-01-04,2022-01-03,400-449,Negotiated Formula Sows,,,,,,,21,2022,2
2022-01-04,2022-01-03,400-449,Swine/Pork Market Formula Sows,190.0,49.78,53.52,51.36,426.0,1150.0,21,2022,2
2022-01-04,2022-01-03,450-499,Negotiated Sows,946.0,50.0,65.0,57.57,474.0,4175.0,21,2022,2
2022-01-04,2022-01-03,500-549,Combined Negotiated/Negotiated Formula Sows,1040.0,50.0,66.0,58.47,520.0,4175.0,21,2022,2
2022-01-04,2022-01-03,300-399,Swine/Pork Market Formula Sows,213.0,39.22,54.41,48.45,371.0,1150.0,21,2022,2
2022-01-05,2022-01-04,550/up,Combined Negotiated/Negotiated Formula Sows,624.0,48.19,61.0,52.9,585.0,6388.0,22,2022,3
2022-01-05,2022-01-04,300-399,Negotiated Formula Sows,,,,,,,22,2022,3
2022-01-05,2022-01-04,550/up,Negotiated Formula Sows,,,,,,,22,2022,3
2022-01-05,2022-01-04,200/up,Boars,612.0,5.0,29.75,29.31,322.0,612.0,22,2022,3
2022-01-05,2022-01-04,400-449,Swine/Pork Market Formula Sows,339.0,45.84,50.62,47.8,426.0,1666.0,22,2022,3
2022-01-05,2022-01-04,450-499,Negotiated Sows,1758.0,39.0,60.5,51.83,475.0,6388.0,22,2022,3
2022-01-05,2022-01-04,500-549,Negotiated Sows,1328.0,46.26,60.5,54.15,524.0,6388.0,22,2022,3
2022-01-05,2022-01-04,400-449,Negotiated Sows,1447.0,34.0,60.25,47.27,424.0,6388.0,22,2022,3
2022-01-05,2022-01-04,500-549,Combined Negotiated/Negotiated Formula Sows,1328.0,46.26,60.5,54.15,524.0,6388.0,22,2022,3
2022-01-05,2022-01-04,500-549,Negotiated Formula Sows,,,,,,,22,2022,3
2022-01-05,2022-01-04,300-399,Swine/Pork Market Formula Sows,216.0,37.73,50.23,45.88,379.0,1666.0,22,2022,3
2022-01-05,2022-01-04,450-499,Negotiated Formula Sows,,,,,,,22,2022,3
2022-01-05,2022-01-04,550/up,Swine/Pork Market Formula Sows,282.0,54.09,61.36,57.07,584.0,1666.0,22,2022,3
2022-01-05,2022-01-04,450-499,Swine/Pork Market Formula Sows,367.0,42.73,58.58,53.18,473.0,1666.0,22,2022,3
2022-01-05,2022-01-04,400-449,Combined Negotiated/Negotiated Formula Sows,1447.0,34.0,60.25,47.27,424.0,6388.0,22,2022,3
2022-01-05,2022-01-04,300-399,Combined Negotiated/Negotiated Formula Sows,1231.0,32.0,60.25,47.71,374.0,6388.0,22,2022,3
2022-01-05,2022-01-04,550/up,Negotiated Sows,624.0,48.19,61.0,52.9,585.0,6388.0,22,2022,3
2022-01-05,2022-01-04,450-499,Combined Negotiated/Negotiated Formula Sows,1758.0,39.0,60.5,51.83,475.0,6388.0,22,2022,3
2022-01-05,2022-01-04,500-549,Swine/Pork Market Formula Sows,462.0,52.96,59.48,54.66,525.0,1666.0,22,2022,3
2022-01-05,2022-01-04,400-449,Negotiated Formula Sows,,,,,,,22,2022,3
2022-01-05,2022-01-04,300-399,Negotiated Sows,1231.0,32.0,60.25,47.71,374.0,6388.0,22,2022,3
2022-01-06,2022-01-05,450-499,Combined Negotiated/Negotiated Formula Sows,1328.0,38.0,61.5,49.52,475.0,6058.0,23,2022,4
2022-01-06,2022-01-05,300-399,Swine/Pork Market Formula Sows,255.0,35.71,48.07,45.06,369.0,1980.0,23,2022,4
2022-01-06,2022-01-05,400-449,Swine/Pork Market Formula Sows,397.0,40.71,49.43,46.95,427.0,1980.0,23,2022,4
2022-01-06,2022-01-05,400-449,Combined Negotiated/Negotiated Formula Sows,1689.0,33.0,61.5,44.74,425.0,6058.0,23,2022,4
2022-01-06,2022-01-05,500-549,Negotiated Formula Sows,,,,,,,23,2022,4
2022-01-06,2022-01-05,400-449,Negotiated Sows,1689.0,33.0,61.5,44.74,425.0,6058.0,23,2022,4
2022-01-06,2022-01-05,550/up,Swine/Pork Market Formula Sows,388.0,49.65,63.37,58.56,588.0,1980.0,23,2022,4
2022-01-06,2022-01-05,450-499,Negotiated Formula Sows,,,,,,,23,2022,4
2022-01-06,2022-01-05,300-399,Combined Negotiated/Negotiated Formula Sows,955.0,33.0,61.5,47.01,371.0,6058.0,23,2022,4
2022-01-06,2022-01-05,550/up,Combined Negotiated/Negotiated Formula Sows,777.0,49.06,63.0,54.72,589.0,6058.0,23,2022,4
2022-01-06,2022-01-05,500-549,Negotiated Sows,1309.0,40.93,64.94,53.07,525.0,6058.0,23,2022,4
2022-01-06,2022-01-05,200/up,Boars,646.0,5.0,30.75,28.89,357.0,646.0,23,2022,4
2022-01-06,2022-01-05,300-399,Negotiated Sows,955.0,33.0,61.5,47.01,371.0,6058.0,23,2022,4
2022-01-06,2022-01-05,550/up,Negotiated Formula Sows,,,,,,,23,2022,4
2022-01-06,2022-01-05,550/up,Negotiated Sows,777.0,49.06,63.0,54.72,589.0,6058.0,23,2022,4
2022-01-06,2022-01-05,500-549,Combined Negotiated/Negotiated Formula Sows,1309.0,40.93,64.94,53.07,525.0,6058.0,23,2022,4
2022-01-06,2022-01-05,400-449,Negotiated Formula Sows,,,,,,,23,2022,4
2022-01-06,2022-01-05,500-549,Swine/Pork Market Formula Sows,551.0,50.83,61.36,58.0,524.0,1980.0,23,2022,4
2022-01-06,2022-01-05,450-499,Negotiated Sows,1328.0,38.0,61.5,49.52,475.0,6058.0,23,2022,4
2022-01-06,2022-01-05,450-499,Swine/Pork Market Formula Sows,389.0,49.11,60.47,56.36,474.0,1980.0,23,2022,4
2022-01-06,2022-01-05,300-399,Negotiated Formula Sows,,,,,,,23,2022,4
2022-01-07,2022-01-06,450-499,Swine/Pork Market Formula Sows,401.0,46.99,57.57,51.7,476.0,1486.0,24,2022,5
2022-01-07,2022-01-06,400-449,Swine/Pork Market Formula Sows,344.0,36.49,48.29,45.47,425.0,1486.0,24,2022,5
2022-01-07,2022-01-06,500-549,Negotiated Sows,1561.0,38.0,61.0,52.38,524.0,5990.0,24,2022,5
2022-01-07,2022-01-06,400-449,Combined Negotiated/Negotiated Formula Sows,1444.0,33.0,60.25,45.62,425.0,5990.0,24,2022,5
2022-01-07,2022-01-06,550/up,Swine/Pork Market Formula Sows,268.0,50.92,60.31,53.47,580.0,1486.0,24,2022,5
2022-01-07,2022-01-06,450-499,Combined Negotiated/Negotiated Formula Sows,1300.0,37.83,62.0,48.75,474.0,5990.0,24,2022,5
2022-01-07,2022-01-06,550/up,Negotiated Sows,812.0,47.58,67.0,53.63,582.0,5990.0,24,2022,5
2022-01-07,2022-01-06,500-549,Negotiated Formula Sows,,,,,,,24,2022,5
2022-01-07,2022-01-06,400-449,Negotiated Sows,1444.0,33.0,60.25,45.62,425.0,5990.0,24,2022,5
2022-01-07,2022-01-06,550/up,Combined Negotiated/Negotiated Formula Sows,812.0,47.58,67.0,53.63,582.0,5990.0,24,2022,5
2022-01-07,2022-01-06,500-549,Combined Negotiated/Negotiated Formula Sows,1561.0,38.0,61.0,52.38,524.0,5990.0,24,2022,5
2022-01-07,2022-01-06,300-399,Negotiated Formula Sows,,,,,,,24,2022,5
2022-01-07,2022-01-06,450-499,Negotiated Formula Sows,,,,,,,24,2022,5
2022-01-07,2022-01-06,400-449,Negotiated Formula Sows,,,,,,,24,2022,5
2022-01-07,2022-01-06,200/up,Boars,341.0,5.0,30.75,28.9,392.0,341.0,24,2022,5
2022-01-07,2022-01-06,300-399,Swine/Pork Market Formula Sows,125.0,41.49,48.71,47.26,372.0,1486.0,24,2022,5
2022-01-07,2022-01-06,300-399,Combined Negotiated/Negotiated Formula Sows,873.0,33.0,58.5,45.99,369.0,5990.0,24,2022,5
2022-01-07,2022-01-06,450-499,Negotiated Sows,1300.0,37.83,62.0,48.75,474.0,5990.0,24,2022,5
2022-01-07,2022-01-06,550/up,Negotiated Formula Sows,,,,,,,24,2022,5
2022-01-07,2022-01-06,500-549,Swine/Pork Market Formula Sows,348.0,49.88,56.19,53.78,522.0,1486.0,24,2022,5
2022-01-07,2022-01-06,300-399,Negotiated Sows,873.0,33.0,58.5,45.99,369.0,5990.0,24,2022,5
2022-01-10,2022-01-07,550/up,Negotiated Formula Sows,,,,,,,25,2022,6
2022-01-10,2022-01-07,500-549,Combined Negotiated/Negotiated Formula Sows,1130.0,44.93,62.0,52.25,522.0,5878.0,25,2022,6
2022-01-10,2022-01-07,500-549,Negotiated Formula Sows,,,,,,,25,2022,6
2022-01-10,2022-01-07,550/up,Combined Negotiated/Negotiated Formula Sows,809.0,46.88,63.0,55.43,585.0,5878.0,25,2022,6
2022-01-10,2022-01-07,300-399,Negotiated Formula Sows,,,,,,,25,2022,6
2022-01-10,2022-01-07,450-499,Negotiated Sows,1432.0,38.62,61.0,49.02,474.0,5878.0,25,2022,6
2022-01-10,2022-01-07,400-449,Negotiated Sows,1309.0,30.0,60.25,43.3,427.0,5878.0,25,2022,6
2022-01-10,2022-01-07,300-399,Negotiated Sows,1198.0,30.0,59.0,43.57,373.0,5878.0,25,2022,6
2022-01-10,2022-01-07,400-449,Negotiated Formula Sows,,,,,,,25,2022,6
2022-01-10,2022-01-07,450-499,Negotiated Formula Sows,,,,,,,25,2022,6
2022-01-10,2022-01-07,300-399,Combined Negotiated/Negotiated Formula Sows,1198.0,30.0,59.0,43.57,373.0,5878.0,25,2022,6
2022-01-10,2022-01-07,200/up,Boars,628.0,,,,294.0,628.0,25,2022,6
2022-01-10,2022-01-07,400-449,Combined Negotiated/Negotiated Formula Sows,1309.0,30.0,60.25,43.3,427.0,5878.0,25,2022,6
2022-01-10,2022-01-07,500-549,Negotiated Sows,1130.0,44.93,62.0,52.25,522.0,5878.0,25,2022,6
2022-01-10,2022-01-07,550/up,Negotiated Sows,809.0,46.88,63.0,55.43,585.0,5878.0,25,2022,6
2022-01-10,2022-01-07,500-549,Swine/Pork Market Formula Sows,516.0,50.85,56.3,53.66,522.0,2096.0,25,2022,6
2022-01-10,2022-01-07,550/up,Swine/Pork Market Formula Sows,352.0,52.06,58.12,55.0,587.0,2096.0,25,2022,6
2022-01-10,2022-01-07,400-449,Swine/Pork Market Formula Sows,457.0,43.88,48.46,45.58,428.0,2096.0,25,2022,6
2022-01-10,2022-01-07,300-399,Swine/Pork Market Formula Sows,226.0,45.87,48.01,46.9,369.0,2096.0,25,2022,6
2022-01-10,2022-01-07,450-499,Combined Negotiated/Negotiated Formula Sows,1432.0,38.62,61.0,49.02,474.0,5878.0,25,2022,6
2022-01-10,2022-01-07,450-499,Swine/Pork Market Formula Sows,545.0,47.33,53.37,50.16,474.0,2096.0,25,2022,6
2022-01-11,2022-01-10,200/up,Boars,280.0,5.0,33.25,30.8,365.0,280.0,31,2022,7
2022-01-11,2022-01-10,400-449,Negotiated Sows,1186.0,31.0,60.25,44.82,423.0,6445.0,31,2022,7
2022-01-11,2022-01-10,500-549,Negotiated Sows,1668.0,43.62,62.0,52.61,524.0,6445.0,31,2022,7
2022-01-11,2022-01-10,550/up,Combined Negotiated/Negotiated Formula Sows,1243.0,45.56,62.88,53.35,586.0,6445.0,31,2022,7
2022-01-11,2022-01-10,500-549,Swine/Pork Market Formula Sows,438.0,49.38,55.29,52.01,525.0,1630.0,31,2022,7
2022-01-11,2022-01-10,450-499,Negotiated Sows,1490.0,34.0,61.0,47.49,475.0,6445.0,31,2022,7
2022-01-11,2022-01-10,300-399,Swine/Pork Market Formula Sows,167.0,34.8,47.69,45.01,376.0,1630.0,31,2022,7
2022-01-11,2022-01-10,500-549,Negotiated Formula Sows,,,,,,,31,2022,7
2022-01-11,2022-01-10,400-449,Combined Negotiated/Negotiated Formula Sows,1186.0,31.0,60.25,44.82,423.0,6445.0,31,2022,7
2022-01-11,2022-01-10,300-399,Negotiated Formula Sows,,,,,,,31,2022,7
2022-01-11,2022-01-10,550/up,Negotiated Sows,1243.0,45.56,62.88,53.35,586.0,6445.0,31,2022,7
2022-01-11,2022-01-10,550/up,Swine/Pork Market Formula Sows,253.0,,,,587.0,1630.0,31,2022,7
2022-01-11,2022-01-10,300-399,Negotiated Sows,858.0,31.0,55.25,43.38,372.0,6445.0,31,2022,7
2022-01-11,2022-01-10,400-449,Negotiated Formula Sows,,,,,,,31,2022,7
2022-01-11,2022-01-10,550/up,Negotiated Formula Sows,,,,,,,31,2022,7
2022-01-11,2022-01-10,450-499,Negotiated Formula Sows,,,,,,,31,2022,7
2022-01-11,2022-01-10,300-399,Combined Negotiated/Negotiated Formula Sows,858.0,31.0,55.25,43.38,372.0,6445.0,31,2022,7
2022-01-11,2022-01-10,500-549,Combined Negotiated/Negotiated Formula Sows,1668.0,43.62,62.0,52.61,524.0,6445.0,31,2022,7
2022-01-11,2022-01-10,400-449,Swine/Pork Market Formula Sows,339.0,39.8,47.32,43.83,425.0,1630.0,31,2022,7
2022-01-11,2022-01-10,450-499,Swine/Pork Market Formula Sows,433.0,46.33,50.45,48.5,477.0,1630.0,31,2022,7
2022-01-11,2022-01-10,450-499,Combined Negotiated/Negotiated Formula Sows,1490.0,34.0,61.0,47.49,475.0,6445.0,31,2022,7
2022-01-12,2022-01-11,400-449,Negotiated Formula Sows,,,,,,,32,2022,8
2022-01-12,2022-01-11,550/up,Swine/Pork Market Formula Sows,364.0,49.86,58.83,54.79,587.0,2180.0,32,2022,8
2022-01-12,2022-01-11,400-449,Combined Negotiated/Negotiated Formula Sows,1673.0,30.0,60.25,42.28,425.0,6951.0,32,2022,8
2022-01-12,2022-01-11,300-399,Negotiated Sows,1231.0,29.0,57.0,42.14,373.0,6951.0,32,2022,8
2022-01-12,2022-01-11,450-499,Swine/Pork Market Formula Sows,606.0,37.43,51.91,48.08,475.0,2180.0,32,2022,8
2022-01-12,2022-01-11,500-549,Negotiated Sows,1308.0,34.0,62.0,50.93,524.0,6951.0,32,2022,8
2022-01-12,2022-01-11,450-499,Combined Negotiated/Negotiated Formula Sows,1983.0,30.0,61.0,48.45,473.0,6951.0,32,2022,8
2022-01-12,2022-01-11,450-499,Negotiated Formula Sows,,,,,,,32,2022,8
2022-01-12,2022-01-11,450-499,Negotiated Sows,1983.0,30.0,61.0,48.45,473.0,6951.0,32,2022,8
2022-01-12,2022-01-11,200/up,Boars,513.0,15.0,33.25,32.63,307.0,513.0,32,2022,8
2022-01-12,2022-01-11,400-449,Swine/Pork Market Formula Sows,431.0,41.43,46.04,43.09,424.0,2180.0,32,2022,8
2022-01-12,2022-01-11,550/up,Combined Negotiated/Negotiated Formula Sows,756.0,45.0,62.0,49.96,586.0,6951.0,32,2022,8
2022-01-12,2022-01-11,300-399,Swine/Pork Market Formula Sows,209.0,32.43,46.31,42.12,377.0,2180.0,32,2022,8
2022-01-12,2022-01-11,500-549,Combined Negotiated/Negotiated Formula Sows,1308.0,34.0,62.0,50.93,524.0,6951.0,32,2022,8
2022-01-12,2022-01-11,550/up,Negotiated Sows,756.0,45.0,62.0,49.96,586.0,6951.0,32,2022,8
2022-01-12,2022-01-11,550/up,Negotiated Formula Sows,,,,,,,32,2022,8
2022-01-12,2022-01-11,300-399,Combined Negotiated/Negotiated Formula Sows,1231.0,29.0,57.0,42.14,373.0,6951.0,32,2022,8
2022-01-12,2022-01-11,300-399,Negotiated Formula Sows,,,,,,,32,2022,8
2022-01-12,2022-01-11,400-449,Negotiated Sows,1673.0,30.0,60.25,42.28,425.0,6951.0,32,2022,8
2022-01-12,2022-01-11,500-549,Swine/Pork Market Formula Sows,570.0,49.16,55.48,52.1,523.0,2180.0,32,2022,8
2022-01-12,2022-01-11,500-549,Negotiated Formula Sows,,,,,,,32,2022,8
2022-01-13,2022-01-12,300-399,Swine/Pork Market Formula Sows,306.0,33.1,44.88,41.93,374.0,2055.0,33,2022,9
2022-01-13,2022-01-12,300-399,Negotiated Formula Sows,,,,,,,33,2022,9
2022-01-13,2022-01-12,500-549,Swine/Pork Market Formula Sows,465.0,47.75,55.5,52.17,525.0,2055.0,33,2022,9
2022-01-13,2022-01-12,400-449,Swine/Pork Market Formula Sows,377.0,33.1,46.86,43.93,427.0,2055.0,33,2022,9
2022-01-13,2022-01-12,450-499,Swine/Pork Market Formula Sows,646.0,45.87,51.64,48.43,476.0,2055.0,33,2022,9
2022-01-13,2022-01-12,300-399,Combined Negotiated/Negotiated Formula Sows,1264.0,26.0,56.25,41.49,374.0,6542.0,33,2022,9
2022-01-13,2022-01-12,300-399,Negotiated Sows,1264.0,26.0,56.25,41.49,374.0,6542.0,33,2022,9
2022-01-13,2022-01-12,550/up,Negotiated Sows,791.0,35.0,61.0,49.64,584.0,6542.0,33,2022,9
2022-01-13,2022-01-12,450-499,Negotiated Sows,1620.0,31.0,60.0,47.4,475.0,6542.0,33,2022,9
2022-01-13,2022-01-12,400-449,Negotiated Formula Sows,,,,,,,33,2022,9
2022-01-13,2022-01-12,450-499,Combined Negotiated/Negotiated Formula Sows,1620.0,31.0,60.0,47.4,475.0,6542.0,33,2022,9
2022-01-13,2022-01-12,550/up,Combined Negotiated/Negotiated Formula Sows,791.0,35.0,61.0,49.64,584.0,6542.0,33,2022,9
2022-01-13,2022-01-12,500-549,Combined Negotiated/Negotiated Formula Sows,1130.0,35.0,61.0,48.2,524.0,6542.0,33,2022,9
2022-01-13,2022-01-12,400-449,Combined Negotiated/Negotiated Formula Sows,1737.0,26.0,59.25,42.42,424.0,6542.0,33,2022,9
2022-01-13,2022-01-12,400-449,Negotiated Sows,1737.0,26.0,59.25,42.42,424.0,6542.0,33,2022,9
2022-01-13,2022-01-12,550/up,Swine/Pork Market Formula Sows,261.0,46.83,56.93,52.79,581.0,2055.0,33,2022,9
2022-01-13,2022-01-12,200/up,Boars,402.0,5.0,33.25,32.56,347.0,402.0,33,2022,9
2022-01-13,2022-01-12,450-499,Negotiated Formula Sows,,,,,,,33,2022,9
2022-01-13,2022-01-12,500-549,Negotiated Sows,1130.0,35.0,61.0,48.2,524.0,6542.0,33,2022,9
2022-01-13,2022-01-12,550/up,Negotiated Formula Sows,,,,,,,33,2022,9
2022-01-13,2022-01-12,500-549,Negotiated Formula Sows,,,,,,,33,2022,9
2022-01-14,2022-01-13,550/up,Negotiated Sows,899.0,37.31,62.0,50.22,581.0,6366.0,34,2022,10
2022-01-14,2022-01-13,450-499,Negotiated Formula Sows,,,,,,,34,2022,10
2022-01-14,2022-01-13,300-399,Swine/Pork Market Formula Sows,381.0,31.21,44.18,40.63,373.0,2174.0,34,2022,10
2022-01-14,2022-01-13,550/up,Combined Negotiated/Negotiated Formula Sows,899.0,37.31,62.0,50.22,581.0,6366.0,34,2022,10
2022-01-14,2022-01-13,400-449,Swine/Pork Market Formula Sows,534.0,36.21,44.82,42.48,425.0,2174.0,34,2022,10
2022-01-14,2022-01-13,400-449,Negotiated Sows,1153.0,25.0,57.75,41.08,426.0,6366.0,34,2022,10
2022-01-14,2022-01-13,500-549,Negotiated Sows,1719.0,34.63,59.5,49.45,525.0,6366.0,34,2022,10
2022-01-14,2022-01-13,550/up,Negotiated Formula Sows,,,,,,,34,2022,10
2022-01-14,2022-01-13,400-449,Negotiated Formula Sows,,,,,,,34,2022,10
2022-01-14,2022-01-13,500-549,Swine/Pork Market Formula Sows,451.0,47.35,54.16,50.84,522.0,2174.0,34,2022,10
2022-01-14,2022-01-13,450-499,Negotiated Sows,1412.0,30.0,58.5,44.74,473.0,6366.0,34,2022,10
2022-01-14,2022-01-13,200/up,Boars,472.0,5.0,33.25,31.58,344.0,472.0,34,2022,10
2022-01-14,2022-01-13,450-499,Swine/Pork Market Formula Sows,510.0,40.21,51.34,46.95,472.0,2174.0,34,2022,10
2022-01-14,2022-01-13,500-549,Combined Negotiated/Negotiated Formula Sows,1719.0,34.63,59.5,49.45,525.0,6366.0,34,2022,10
2022-01-14,2022-01-13,500-549,Negotiated Formula Sows,,,,,,,34,2022,10
2022-01-14,2022-01-13,300-399,Negotiated Formula Sows,,,,,,,34,2022,10
2022-01-14,2022-01-13,300-399,Combined Negotiated/Negotiated Formula Sows,1183.0,25.0,53.5,39.41,372.0,6366.0,34,2022,10
2022-01-14,2022-01-13,550/up,Swine/Pork Market Formula Sows,298.0,44.96,53.36,49.11,584.0,2174.0,34,2022,10
2022-01-14,2022-01-13,300-399,Negotiated Sows,1183.0,25.0,53.5,39.41,372.0,6366.0,34,2022,10
2022-01-14,2022-01-13,400-449,Combined Negotiated/Negotiated Formula Sows,1153.0,25.0,57.75,41.08,426.0,6366.0,34,2022,10
2022-01-14,2022-01-13,450-499,Combined Negotiated/Negotiated Formula Sows,1412.0,30.0,58.5,44.74,473.0,6366.0,34,2022,10
2022-01-17,2022-01-14,550/up,Negotiated Formula Sows,,,,,,,35,2022,11
2022-01-17,2022-01-14,500-549,Swine/Pork Market Formula Sows,699.0,46.1,52.68,49.5,524.0,1912.0,35,2022,11
2022-01-17,2022-01-14,500-549,Negotiated Formula Sows,,,,,,,35,2022,11
2022-01-17,2022-01-14,300-399,Combined Negotiated/Negotiated Formula Sows,1093.0,24.0,56.5,39.91,374.0,5793.0,35,2022,11
2022-01-17,2022-01-14,450-499,Negotiated Formula Sows,,,,,,,35,2022,11
2022-01-17,2022-01-14,450-499,Combined Negotiated/Negotiated Formula Sows,1429.0,31.0,61.0,46.25,474.0,5793.0,35,2022,11
2022-01-17,2022-01-14,400-449,Swine/Pork Market Formula Sows,342.0,35.95,44.46,41.61,425.0,1912.0,35,2022,11
2022-01-17,2022-01-14,400-449,Negotiated Formula Sows,,,,,,,35,2022,11
2022-01-17,2022-01-14,550/up,Swine/Pork Market Formula Sows,242.0,47.48,53.62,50.28,584.0,1912.0,35,2022,11
2022-01-17,2022-01-14,550/up,Combined Negotiated/Negotiated Formula Sows,1067.0,42.0,60.0,49.88,586.0,5793.0,35,2022,11
2022-01-17,2022-01-14,500-549,Combined Negotiated/Negotiated Formula Sows,1097.0,42.0,56.3,46.71,525.0,5793.0,35,2022,11
2022-01-17,2022-01-14,400-449,Combined Negotiated/Negotiated Formula Sows,1107.0,25.0,56.75,39.21,423.0,5793.0,35,2022,11
2022-01-17,2022-01-14,450-499,Swine/Pork Market Formula Sows,480.0,39.95,50.29,45.96,474.0,1912.0,35,2022,11
2022-01-17,2022-01-14,550/up,Negotiated Sows,1067.0,42.0,60.0,49.88,586.0,5793.0,35,2022,11
2022-01-17,2022-01-14,300-399,Negotiated Formula Sows,,,,,,,35,2022,11
2022-01-17,2022-01-14,450-499,Negotiated Sows,1429.0,31.0,61.0,46.25,474.0,5793.0,35,2022,11
2022-01-17,2022-01-14,300-399,Negotiated Sows,1093.0,24.0,56.5,39.91,374.0,5793.0,35,2022,11
2022-01-17,2022-01-14,300-399,Swine/Pork Market Formula Sows,149.0,30.95,42.49,40.73,376.0,1912.0,35,2022,11
2022-01-17,2022-01-14,200/up,Boars,134.0,,,,411.0,134.0,35,2022,11
2022-01-17,2022-01-14,500-549,Negotiated Sows,1097.0,42.0,56.3,46.71,525.0,5793.0,35,2022,11
2022-01-17,2022-01-14,400-449,Negotiated Sows,1107.0,25.0,56.75,39.21,423.0,5793.0,35,2022,11
2022-01-18,2022-01-17,500-549,Negotiated Sows,937.0,30.0,58.5,46.5,525.0,5347.0,41,2022,12
2022-01-18,2022-01-17,400-449,Negotiated Formula Sows,,,,,,,41,2022,12
2022-01-18,2022-01-17,550/up,Swine/Pork Market Formula Sows,186.0,,,,591.0,936.0,41,2022,12
2022-01-18,2022-01-17,400-449,Negotiated Sows,618.0,25.0,56.75,40.06,427.0,5347.0,41,2022,12
2022-01-18,2022-01-17,450-499,Negotiated Formula Sows,,,,,,,41,2022,12
2022-01-18,2022-01-17,300-399,Negotiated Sows,712.0,25.0,63.0,38.86,368.0,5347.0,41,2022,12
2022-01-18,2022-01-17,500-549,Negotiated Formula Sows,,,,,,,41,2022,12
2022-01-18,2022-01-17,550/up,Negotiated Formula Sows,,,,,,,41,2022,12
2022-01-18,2022-01-17,400-449,Swine/Pork Market Formula Sows,134.0,,,,430.0,936.0,41,2022,12
2022-01-18,2022-01-17,300-399,Combined Negotiated/Negotiated Formula Sows,712.0,25.0,63.0,38.86,368.0,5347.0,41,2022,12
2022-01-18,2022-01-17,300-399,Swine/Pork Market Formula Sows,72.0,,,,379.0,936.0,41,2022,12
2022-01-18,2022-01-17,200/up,Boars,590.0,,,,335.0,590.0,41,2022,12
2022-01-18,2022-01-17,450-499,Negotiated Sows,1718.0,22.5,57.5,44.63,476.0,5347.0,41,2022,12
2022-01-18,2022-01-17,550/up,Negotiated Sows,1362.0,30.0,58.5,49.36,585.0,5347.0,41,2022,12
2022-01-18,2022-01-17,500-549,Combined Negotiated/Negotiated Formula Sows,937.0,30.0,58.5,46.5,525.0,5347.0,41,2022,12
2022-01-18,2022-01-17,300-399,Negotiated Formula Sows,,,,,,,41,2022,12
2022-01-18,2022-01-17,400-449,Combined Negotiated/Negotiated Formula Sows,618.0,25.0,56.75,40.06,427.0,5347.0,41,2022,12
2022-01-18,2022-01-17,450-499,Combined Negotiated/Negotiated Formula Sows,1718.0,22.5,57.5,44.63,476.0,5347.0,41,2022,12
2022-01-18,2022-01-17,500-549,Swine/Pork Market Formula Sows,255.0,,,,525.0,936.0,41,2022,12
2022-01-18,2022-01-17,550/up,Combined Negotiated/Negotiated Formula Sows,1362.0,30.0,58.5,49.36,585.0,5347.0,41,2022,12
2022-01-18,2022-01-17,450-499,Swine/Pork Market Formula Sows,289.0,,,,476.0,936.0,41,2022,12
2022-01-19,2022-01-18,500-549,Combined Negotiated/Negotiated Formula Sows,1453.0,29.56,58.0,46.15,525.0,6966.0,42,2022,13
2022-01-19,2022-01-18,550/up,Swine/Pork Market Formula Sows,375.0,47.16,54.58,49.77,585.0,2196.0,42,2022,13
2022-01-19,2022-01-18,450-499,Negotiated Sows,1431.0,28.0,53.0,42.53,473.0,6966.0,42,2022,13
2022-01-19,2022-01-18,300-399,Combined Negotiated/Negotiated Formula Sows,1662.0,25.0,52.0,41.98,371.0,6966.0,42,2022,13
2022-01-19,2022-01-18,400-449,Negotiated Sows,1724.0,23.0,55.82,40.13,424.0,6966.0,42,2022,13
2022-01-19,2022-01-18,300-399,Negotiated Formula Sows,,,,,,,42,2022,13
2022-01-19,2022-01-18,550/up,Negotiated Sows,696.0,30.0,57.0,46.48,587.0,6966.0,42,2022,13
2022-01-19,2022-01-18,450-499,Combined Negotiated/Negotiated Formula Sows,1431.0,28.0,53.0,42.53,473.0,6966.0,42,2022,13
2022-01-19,2022-01-18,300-399,Swine/Pork Market Formula Sows,283.0,28.56,44.61,39.04,376.0,2196.0,42,2022,13
2022-01-19,2022-01-18,450-499,Negotiated Formula Sows,,,,,,,42,2022,13
2022-01-19,2022-01-18,400-449,Negotiated Formula Sows,,,,,,,42,2022,13
2022-01-19,2022-01-18,400-449,Combined Negotiated/Negotiated Formula Sows,1724.0,23.0,55.82,40.13,424.0,6966.0,42,2022,13
2022-01-19,2022-01-18,400-449,Swine/Pork Market Formula Sows,481.0,37.56,43.91,39.72,425.0,2196.0,42,2022,13
2022-01-19,2022-01-18,550/up,Combined Negotiated/Negotiated Formula Sows,696.0,30.0,57.0,46.48,587.0,6966.0,42,2022,13
2022-01-19,2022-01-18,500-549,Negotiated Formula Sows,,,,,,,42,2022,13
2022-01-19,2022-01-18,500-549,Swine/Pork Market Formula Sows,536.0,44.4,51.41,46.68,524.0,2196.0,42,2022,13
2022-01-19,2022-01-18,450-499,Swine/Pork Market Formula Sows,521.0,43.07,50.95,46.15,475.0,2196.0,42,2022,13
2022-01-19,2022-01-18,500-549,Negotiated Sows,1453.0,29.56,58.0,46.15,525.0,6966.0,42,2022,13
2022-01-19,2022-01-18,200/up,Boars,534.0,15.0,34.0,33.47,301.0,534.0,42,2022,13
