report_date,reported_for_date,weight_range,purchase_type,head_count,price_low,price_high,wtd_avg,avg_weight,total_head,week_of_year,year,indexby_year
2023-05-23,2023-05-22,300-399,Combined Negotiated/Negotiated Formula Sows,944.0,8.0,28.5,16.49,376.0,7372.0,221,2023,101
2023-05-23,2023-05-22,300-399,Swine/Pork Market Formula Sows,15.0,,,,380.0,1268.0,221,2023,101
2023-05-23,2023-05-22,200/up,Boars,403.0,,,,402.0,403.0,221,2023,101
2023-05-24,2023-05-23,550/up,Negotiated Formula Sows,,,,,,,222,2023,102
2023-05-24,2023-05-23,300-399,Negotiated Formula Sows,,,,,,,222,2023,102
2023-05-24,2023-05-23,450-499,Negotiated Sows,1021.0,10.0,32.75,20.21,474.0,6082.0,222,2023,102
2023-05-24,2023-05-23,300-399,Negotiated Sows,1234.0,8.0,27.75,16.36,368.0,6082.0,222,2023,102
2023-05-24,2023-05-23,300-399,Swine/Pork Market Formula Sows,375.0,10.0,21.0,16.39,369.0,2257.0,222,2023,102
2023-05-24,2023-05-23,550/up,Swine/Pork Market Formula Sows,350.0,20.91,25.56,22.78,585.0,2257.0,222,2023,102
2023-05-24,2023-05-23,400-449,Negotiated Formula Sows,,,,,,,222,2023,102
2023-05-24,2023-05-23,200/up,Boars,256.0,5.0,39.55,37.59,358.0,256.0,222,2023,102
2023-05-24,2023-05-23,400-449,Combined Negotiated/Negotiated Formula Sows,1440.0,10.0,32.75,17.65,426.0,6082.0,222,2023,102
2023-05-24,2023-05-23,500-549,Negotiated Sows,1610.0,10.0,30.0,22.87,524.0,6082.0,222,2023,102
2023-05-24,2023-05-23,450-499,Combined Negotiated/Negotiated Formula Sows,1021.0,10.0,32.75,20.21,474.0,6082.0,222,2023,102
2023-05-24,2023-05-23,500-549,Swine/Pork Market Formula Sows,506.0,19.73,24.21,21.7,523.0,2257.0,222,2023,102
2023-05-24,2023-05-23,300-399,Combined Negotiated/Negotiated Formula Sows,1234.0,8.0,27.75,16.36,368.0,6082.0,222,2023,102
2023-05-24,2023-05-23,400-449,Negotiated Sows,1440.0,10.0,32.75,17.65,426.0,6082.0,222,2023,102
2023-05-24,2023-05-23,550/up,Combined Negotiated/Negotiated Formula Sows,777.0,15.5,31.0,21.63,583.0,6082.0,222,2023,102
2023-05-24,2023-05-23,550/up,Negotiated Sows,777.0,15.5,31.0,21.63,583.0,6082.0,222,2023,102
2023-05-24,2023-05-23,400-449,Swine/Pork Market Formula Sows,548.0,14.66,21.0,17.56,426.0,2257.0,222,2023,102
2023-05-24,2023-05-23,450-499,Swine/Pork Market Formula Sows,478.0,10.0,21.53,19.66,474.0,2257.0,222,2023,102
2023-05-24,2023-05-23,500-549,Combined Negotiated/Negotiated Formula Sows,1610.0,10.0,30.0,22.87,524.0,6082.0,222,2023,102
2023-05-24,2023-05-23,500-549,Negotiated Formula Sows,,,,,,,222,2023,102
2023-05-24,2023-05-23,450-499,Negotiated Formula Sows,,,,,,,222,2023,102
2023-05-25,2023-05-24,400-449,Negotiated Formula Sows,,,,,,,223,2023,103
2023-05-25,2023-05-24,500-549,Swine/Pork Market Formula Sows,624.0,21.54,25.63,23.3,524.0,2593.0,223,2023,103
2023-05-25,2023-05-24,550/up,Swine/Pork Market Formula Sows,505.0,20.37,26.31,22.96,589.0,2593.0,223,2023,103
2023-05-25,2023-05-24,550/up,Negotiated Sows,803.0,14.0,35.0,21.59,584.0,5789.0,223,2023,103
2023-05-25,2023-05-24,550/up,Negotiated Formula Sows,,,,,,,223,2023,103
2023-05-25,2023-05-24,450-499,Combined Negotiated/Negotiated Formula Sows,1182.0,10.0,31.25,18.31,475.0,5789.0,223,2023,103
2023-05-25,2023-05-24,500-549,Negotiated Sows,1398.0,10.0,33.0,22.48,523.0,5789.0,223,2023,103
2023-05-25,2023-05-24,200/up,Boars,931.0,8.0,37.05,32.11,429.0,931.0,223,2023,103
2023-05-25,2023-05-24,300-399,Combined Negotiated/Negotiated Formula Sows,1101.0,8.0,27.0,15.25,371.0,5789.0,223,2023,103
2023-05-25,2023-05-24,400-449,Combined Negotiated/Negotiated Formula Sows,1305.0,10.0,31.25,18.54,427.0,5789.0,223,2023,103
2023-05-25,2023-05-24,500-549,Combined Negotiated/Negotiated Formula Sows,1398.0,10.0,33.0,22.48,523.0,5789.0,223,2023,103
2023-05-25,2023-05-24,450-499,Swine/Pork Market Formula Sows,577.0,10.0,22.87,19.73,475.0,2593.0,223,2023,103
2023-05-25,2023-05-24,400-449,Swine/Pork Market Formula Sows,584.0,10.0,22.74,17.27,425.0,2593.0,223,2023,103
2023-05-25,2023-05-24,450-499,Negotiated Formula Sows,,,,,,,223,2023,103
2023-05-25,2023-05-24,450-499,Negotiated Sows,1182.0,10.0,31.25,18.31,475.0,5789.0,223,2023,103
2023-05-25,2023-05-24,300-399,Negotiated Formula Sows,,,,,,,223,2023,103
2023-05-25,2023-05-24,400-449,Negotiated Sows,1305.0,10.0,31.25,18.54,427.0,5789.0,223,2023,103
2023-05-25,2023-05-24,550/up,Combined Negotiated/Negotiated Formula Sows,803.0,14.0,35.0,21.59,584.0,5789.0,223,2023,103
2023-05-25,2023-05-24,300-399,Negotiated Sows,1101.0,8.0,27.0,15.25,371.0,5789.0,223,2023,103
2023-05-25,2023-05-24,500-549,Negotiated Formula Sows,,,,,,,223,2023,103
2023-05-25,2023-05-24,300-399,Swine/Pork Market Formula Sows,303.0,13.95,21.0,18.07,374.0,2593.0,223,2023,103
2023-05-26,2023-05-25,200/up,Boars,394.0,8.0,42.0,37.34,426.0,394.0,224,2023,104
2023-05-26,2023-05-25,400-449,Combined Negotiated/Negotiated Formula Sows,1691.0,10.0,35.0,18.05,426.0,6735.0,224,2023,104
2023-05-26,2023-05-25,450-499,Combined Negotiated/Negotiated Formula Sows,1707.0,10.0,35.0,20.26,474.0,6735.0,224,2023,104
2023-05-26,2023-05-25,400-449,Swine/Pork Market Formula Sows,388.0,15.55,22.48,19.33,426.0,2334.0,224,2023,104
2023-05-26,2023-05-25,500-549,Combined Negotiated/Negotiated Formula Sows,1374.0,10.0,36.0,21.32,524.0,6735.0,224,2023,104
2023-05-26,2023-05-25,450-499,Negotiated Sows,1707.0,10.0,35.0,20.26,474.0,6735.0,224,2023,104
2023-05-26,2023-05-25,300-399,Negotiated Formula Sows,,,,,,,224,2023,104
2023-05-26,2023-05-25,550/up,Negotiated Formula Sows,,,,,,,224,2023,104
2023-05-26,2023-05-25,550/up,Combined Negotiated/Negotiated Formula Sows,995.0,14.09,35.0,23.21,588.0,6735.0,224,2023,104
2023-05-26,2023-05-25,450-499,Swine/Pork Market Formula Sows,562.0,17.62,24.23,20.86,475.0,2334.0,224,2023,104
2023-05-26,2023-05-25,450-499,Negotiated Formula Sows,,,,,,,224,2023,104
2023-05-26,2023-05-25,550/up,Swine/Pork Market Formula Sows,547.0,20.4,26.16,22.26,587.0,2334.0,224,2023,104
2023-05-26,2023-05-25,500-549,Swine/Pork Market Formula Sows,597.0,19.7,27.23,23.28,524.0,2334.0,224,2023,104
2023-05-26,2023-05-25,400-449,Negotiated Formula Sows,,,,,,,224,2023,104
2023-05-26,2023-05-25,300-399,Swine/Pork Market Formula Sows,240.0,10.0,21.0,16.52,373.0,2334.0,224,2023,104
2023-05-26,2023-05-25,500-549,Negotiated Formula Sows,,,,,,,224,2023,104
2023-05-26,2023-05-25,300-399,Combined Negotiated/Negotiated Formula Sows,968.0,8.0,34.0,18.66,372.0,6735.0,224,2023,104
2023-05-26,2023-05-25,550/up,Negotiated Sows,995.0,14.09,35.0,23.21,588.0,6735.0,224,2023,104
2023-05-26,2023-05-25,300-399,Negotiated Sows,968.0,8.0,34.0,18.66,372.0,6735.0,224,2023,104
2023-05-26,2023-05-25,400-449,Negotiated Sows,1691.0,10.0,35.0,18.05,426.0,6735.0,224,2023,104
2023-05-26,2023-05-25,500-549,Negotiated Sows,1374.0,10.0,36.0,21.32,524.0,6735.0,224,2023,104
2023-05-30,2023-05-26,300-399,Combined Negotiated/Negotiated Formula Sows,822.0,8.0,29.0,16.33,371.0,4356.0,225,2023,105
2023-05-30,2023-05-26,500-549,Negotiated Formula Sows,,,,,,,225,2023,105
2023-05-30,2023-05-26,450-499,Swine/Pork Market Formula Sows,216.0,,,,475.0,1018.0,225,2023,105
2023-05-30,2023-05-26,400-449,Negotiated Sows,908.0,10.0,32.0,17.36,422.0,4356.0,225,2023,105
2023-05-30,2023-05-26,400-449,Negotiated Formula Sows,,,,,,,225,2023,105
2023-05-30,2023-05-26,400-449,Combined Negotiated/Negotiated Formula Sows,908.0,10.0,32.0,17.36,422.0,4356.0,225,2023,105
2023-05-30,2023-05-26,500-549,Negotiated Sows,921.0,18.0,36.0,23.88,521.0,4356.0,225,2023,105
2023-05-30,2023-05-26,300-399,Negotiated Sows,822.0,8.0,29.0,16.33,371.0,4356.0,225,2023,105
2023-05-30,2023-05-26,450-499,Negotiated Sows,1146.0,10.0,34.0,22.81,473.0,4356.0,225,2023,105
2023-05-30,2023-05-26,450-499,Combined Negotiated/Negotiated Formula Sows,1146.0,10.0,34.0,22.81,473.0,4356.0,225,2023,105
2023-05-30,2023-05-26,550/up,Negotiated Sows,559.0,18.0,38.0,24.72,574.0,4356.0,225,2023,105
2023-05-30,2023-05-26,550/up,Combined Negotiated/Negotiated Formula Sows,559.0,18.0,38.0,24.72,574.0,4356.0,225,2023,105
2023-05-30,2023-05-26,400-449,Swine/Pork Market Formula Sows,269.0,16.89,21.0,19.07,423.0,1018.0,225,2023,105
2023-05-30,2023-05-26,300-399,Swine/Pork Market Formula Sows,124.0,,,,368.0,1018.0,225,2023,105
2023-05-30,2023-05-26,450-499,Negotiated Formula Sows,,,,,,,225,2023,105
2023-05-30,2023-05-26,200/up,Boars,848.0,5.0,40.0,35.32,364.0,848.0,225,2023,105
2023-05-30,2023-05-26,500-549,Swine/Pork Market Formula Sows,170.0,,,,521.0,1018.0,225,2023,105
2023-05-30,2023-05-26,550/up,Swine/Pork Market Formula Sows,239.0,,,,589.0,1018.0,225,2023,105
2023-05-30,2023-05-26,300-399,Negotiated Formula Sows,,,,,,,225,2023,105
2023-05-30,2023-05-26,500-549,Combined Negotiated/Negotiated Formula Sows,921.0,18.0,36.0,23.88,521.0,4356.0,225,2023,105
2023-05-30,2023-05-26,550/up,Negotiated Formula Sows,,,,,,,225,2023,105
2023-05-31,2023-05-30,550/up,Swine/Pork Market Formula Sows,347.0,23.21,26.61,24.35,588.0,2043.0,232,2023,106
2023-05-31,2023-05-30,300-399,Negotiated Sows,1037.0,10.0,28.5,17.41,370.0,6354.0,232,2023,106
2023-05-31,2023-05-30,550/up,Negotiated Formula Sows,,,,,,,232,2023,106
2023-05-31,2023-05-30,400-449,Combined Negotiated/Negotiated Formula Sows,1389.0,10.0,38.0,17.68,426.0,6354.0,232,2023,106
2023-05-31,2023-05-30,400-449,Negotiated Sows,1389.0,10.0,38.0,17.68,426.0,6354.0,232,2023,106
2023-05-31,2023-05-30,300-399,Swine/Pork Market Formula Sows,182.0,13.33,21.0,18.87,373.0,2043.0,232,2023,106
2023-05-31,2023-05-30,500-549,Combined Negotiated/Negotiated Formula Sows,1210.0,11.84,30.0,21.12,525.0,6354.0,232,2023,106
2023-05-31,2023-05-30,550/up,Negotiated Sows,1326.0,15.66,32.0,22.85,585.0,6354.0,232,2023,106
2023-05-31,2023-05-30,500-549,Swine/Pork Market Formula Sows,708.0,21.32,24.98,22.7,526.0,2043.0,232,2023,106
2023-05-31,2023-05-30,550/up,Combined Negotiated/Negotiated Formula Sows,1326.0,15.66,32.0,22.85,585.0,6354.0,232,2023,106
2023-05-31,2023-05-30,400-449,Negotiated Formula Sows,,,,,,,232,2023,106
2023-05-31,2023-05-30,300-399,Negotiated Formula Sows,,,,,,,232,2023,106
2023-05-31,2023-05-30,500-549,Negotiated Formula Sows,,,,,,,232,2023,106
2023-05-31,2023-05-30,300-399,Combined Negotiated/Negotiated Formula Sows,1037.0,10.0,28.5,17.41,370.0,6354.0,232,2023,106
2023-05-31,2023-05-30,400-449,Swine/Pork Market Formula Sows,397.0,11.35,21.0,18.16,428.0,2043.0,232,2023,106
2023-05-31,2023-05-30,450-499,Negotiated Formula Sows,,,,,,,232,2023,106
2023-05-31,2023-05-30,450-499,Combined Negotiated/Negotiated Formula Sows,1392.0,10.0,38.0,18.71,474.0,6354.0,232,2023,106
2023-05-31,2023-05-30,450-499,Swine/Pork Market Formula Sows,409.0,14.44,24.72,21.2,474.0,2043.0,232,2023,106
2023-05-31,2023-05-30,450-499,Negotiated Sows,1392.0,10.0,38.0,18.71,474.0,6354.0,232,2023,106
2023-05-31,2023-05-30,500-549,Negotiated Sows,1210.0,11.84,30.0,21.12,525.0,6354.0,232,2023,106
2023-05-31,2023-05-30,200/up,Boars,341.0,8.0,40.0,34.04,374.0,341.0,232,2023,106
2023-06-01,2023-05-31,550/up,Combined Negotiated/Negotiated Formula Sows,1258.0,10.0,32.0,22.36,584.0,7096.0,233,2023,107
2023-06-01,2023-05-31,300-399,Negotiated Formula Sows,,,,,,,233,2023,107
2023-06-01,2023-05-31,450-499,Negotiated Formula Sows,,,,,,,233,2023,107
2023-06-01,2023-05-31,550/up,Swine/Pork Market Formula Sows,509.0,21.12,27.78,24.34,588.0,2247.0,233,2023,107
2023-06-01,2023-05-31,200/up,Boars,359.0,8.0,39.15,35.92,398.0,359.0,233,2023,107
2023-06-01,2023-05-31,450-499,Negotiated Sows,1490.0,10.0,29.5,19.87,474.0,7096.0,233,2023,107
2023-06-01,2023-05-31,400-449,Negotiated Formula Sows,,,,,,,233,2023,107
2023-06-01,2023-05-31,300-399,Combined Negotiated/Negotiated Formula Sows,898.0,10.0,28.0,17.13,371.0,7096.0,233,2023,107
2023-06-01,2023-05-31,300-399,Swine/Pork Market Formula Sows,283.0,10.0,21.0,16.65,368.0,2247.0,233,2023,107
2023-06-01,2023-05-31,500-549,Negotiated Sows,1879.0,12.55,30.0,22.56,525.0,7096.0,233,2023,107
2023-06-01,2023-05-31,550/up,Negotiated Sows,1258.0,10.0,32.0,22.36,584.0,7096.0,233,2023,107
2023-06-01,2023-05-31,500-549,Negotiated Formula Sows,,,,,,,233,2023,107
2023-06-01,2023-05-31,400-449,Negotiated Sows,1571.0,10.0,29.5,17.67,425.0,7096.0,233,2023,107
2023-06-01,2023-05-31,400-449,Swine/Pork Market Formula Sows,418.0,14.43,23.88,18.66,428.0,2247.0,233,2023,107
2023-06-01,2023-05-31,300-399,Negotiated Sows,898.0,10.0,28.0,17.13,371.0,7096.0,233,2023,107
2023-06-01,2023-05-31,500-549,Combined Negotiated/Negotiated Formula Sows,1879.0,12.55,30.0,22.56,525.0,7096.0,233,2023,107
2023-06-01,2023-05-31,450-499,Swine/Pork Market Formula Sows,579.0,14.42,25.36,22.67,477.0,2247.0,233,2023,107
2023-06-01,2023-05-31,500-549,Swine/Pork Market Formula Sows,458.0,21.02,26.77,23.61,524.0,2247.0,233,2023,107
2023-06-01,2023-05-31,400-449,Combined Negotiated/Negotiated Formula Sows,1571.0,10.0,29.5,17.67,425.0,7096.0,233,2023,107
2023-06-01,2023-05-31,550/up,Negotiated Formula Sows,,,,,,,233,2023,107
2023-06-01,2023-05-31,450-499,Combined Negotiated/Negotiated Formula Sows,1490.0,10.0,29.5,19.87,474.0,7096.0,233,2023,107
2023-06-02,2023-06-01,450-499,Combined Negotiated/Negotiated Formula Sows,1419.0,11.0,32.0,20.47,473.0,6596.0,234,2023,108
2023-06-02,2023-06-01,450-499,Swine/Pork Market Formula Sows,525.0,18.55,24.17,20.53,475.0,2173.0,234,2023,108
2023-06-02,2023-06-01,500-549,Swine/Pork Market Formula Sows,486.0,19.71,25.58,22.03,524.0,2173.0,234,2023,108
2023-06-02,2023-06-01,200/up,Boars,566.0,8.0,38.0,35.8,342.0,566.0,234,2023,108
2023-06-02,2023-06-01,400-449,Combined Negotiated/Negotiated Formula Sows,1445.0,11.0,30.5,18.01,426.0,6596.0,234,2023,108
2023-06-02,2023-06-01,450-499,Negotiated Formula Sows,,,,,,,234,2023,108
2023-06-02,2023-06-01,400-449,Negotiated Formula Sows,,,,,,,234,2023,108
2023-06-02,2023-06-01,550/up,Negotiated Sows,1084.0,11.0,36.0,22.83,589.0,6596.0,234,2023,108
2023-06-02,2023-06-01,300-399,Swine/Pork Market Formula Sows,242.0,10.54,21.0,17.39,376.0,2173.0,234,2023,108
2023-06-02,2023-06-01,550/up,Combined Negotiated/Negotiated Formula Sows,1084.0,11.0,36.0,22.83,589.0,6596.0,234,2023,108
2023-06-02,2023-06-01,450-499,Negotiated Sows,1419.0,11.0,32.0,20.47,473.0,6596.0,234,2023,108
2023-06-02,2023-06-01,400-449,Swine/Pork Market Formula Sows,472.0,17.23,21.0,18.85,428.0,2173.0,234,2023,108
2023-06-02,2023-06-01,300-399,Combined Negotiated/Negotiated Formula Sows,898.0,11.0,28.0,17.09,374.0,6596.0,234,2023,108
2023-06-02,2023-06-01,550/up,Swine/Pork Market Formula Sows,448.0,19.71,26.76,23.03,586.0,2173.0,234,2023,108
2023-06-02,2023-06-01,300-399,Negotiated Sows,898.0,11.0,28.0,17.09,374.0,6596.0,234,2023,108
2023-06-02,2023-06-01,550/up,Negotiated Formula Sows,,,,,,,234,2023,108
2023-06-02,2023-06-01,500-549,Combined Negotiated/Negotiated Formula Sows,1750.0,11.0,34.0,22.51,525.0,6596.0,234,2023,108
2023-06-02,2023-06-01,500-549,Negotiated Formula Sows,,,,,,,234,2023,108
2023-06-02,2023-06-01,400-449,Negotiated Sows,1445.0,11.0,30.5,18.01,426.0,6596.0,234,2023,108
2023-06-02,2023-06-01,300-399,Negotiated Formula Sows,,,,,,,234,2023,108
2023-06-02,2023-06-01,500-549,Negotiated Sows,1750.0,11.0,34.0,22.51,525.0,6596.0,234,2023,108
2023-06-05,2023-06-02,200/up,Boars,818.0,8.0,43.25,40.84,345.0,818.0,235,2023,109
2023-06-05,2023-06-02,300-399,Combined Negotiated/Negotiated Formula Sows,839.0,11.0,28.5,19.54,372.0,6593.0,235,2023,109
2023-06-05,2023-06-02,450-499,Swine/Pork Market Formula Sows,570.0,15.4,22.76,19.95,475.0,2217.0,235,2023,109
2023-06-05,2023-06-02,550/up,Negotiated Sows,747.0,12.55,30.0,22.73,588.0,6593.0,235,2023,109
2023-06-05,2023-06-02,450-499,Negotiated Sows,1810.0,11.0,30.0,23.03,475.0,6593.0,235,2023,109
2023-06-05,2023-06-02,450-499,Negotiated Formula Sows,,,,,,,235,2023,109
2023-06-05,2023-06-02,300-399,Negotiated Formula Sows,,,,,,,235,2023,109
2023-06-05,2023-06-02,550/up,Negotiated Formula Sows,,,,,,,235,2023,109
2023-06-05,2023-06-02,400-449,Negotiated Formula Sows,,,,,,,235,2023,109
2023-06-05,2023-06-02,400-449,Negotiated Sows,1787.0,11.0,30.0,19.18,426.0,6593.0,235,2023,109
2023-06-05,2023-06-02,550/up,Swine/Pork Market Formula Sows,452.0,21.45,25.76,22.91,590.0,2217.0,235,2023,109
2023-06-05,2023-06-02,400-449,Combined Negotiated/Negotiated Formula Sows,1787.0,11.0,30.0,19.18,426.0,6593.0,235,2023,109
2023-06-05,2023-06-02,500-549,Negotiated Sows,1410.0,12.55,30.0,22.19,523.0,6593.0,235,2023,109
2023-06-05,2023-06-02,500-549,Combined Negotiated/Negotiated Formula Sows,1410.0,12.55,30.0,22.19,523.0,6593.0,235,2023,109
2023-06-05,2023-06-02,450-499,Combined Negotiated/Negotiated Formula Sows,1810.0,11.0,30.0,23.03,475.0,6593.0,235,2023,109
2023-06-05,2023-06-02,500-549,Negotiated Formula Sows,,,,,,,235,2023,109
2023-06-05,2023-06-02,300-399,Swine/Pork Market Formula Sows,191.0,13.6,21.0,18.15,369.0,2217.0,235,2023,109
2023-06-05,2023-06-02,400-449,Swine/Pork Market Formula Sows,368.0,10.74,21.49,18.22,429.0,2217.0,235,2023,109
2023-06-05,2023-06-02,550/up,Combined Negotiated/Negotiated Formula Sows,747.0,12.55,30.0,22.73,588.0,6593.0,235,2023,109
2023-06-05,2023-06-02,300-399,Negotiated Sows,839.0,11.0,28.5,19.54,372.0,6593.0,235,2023,109
2023-06-05,2023-06-02,500-549,Swine/Pork Market Formula Sows,636.0,19.41,25.79,22.81,524.0,2217.0,235,2023,109
2023-06-06,2023-06-05,450-499,Negotiated Formula Sows,,,,,,,241,2023,110
2023-06-06,2023-06-05,450-499,Combined Negotiated/Negotiated Formula Sows,1546.0,12.0,31.25,23.19,475.0,7060.0,241,2023,110
2023-06-06,2023-06-05,500-549,Negotiated Formula Sows,,,,,,,241,2023,110
2023-06-06,2023-06-05,300-399,Negotiated Sows,913.0,10.0,28.75,16.85,375.0,7060.0,241,2023,110
2023-06-06,2023-06-05,550/up,Combined Negotiated/Negotiated Formula Sows,954.0,19.65,32.0,24.04,586.0,7060.0,241,2023,110
2023-06-06,2023-06-05,300-399,Combined Negotiated/Negotiated Formula Sows,913.0,10.0,28.75,16.85,375.0,7060.0,241,2023,110
2023-06-06,2023-06-05,500-549,Negotiated Sows,1983.0,14.36,31.25,24.3,525.0,7060.0,241,2023,110
2023-06-06,2023-06-05,450-499,Swine/Pork Market Formula Sows,295.0,,,,475.0,1458.0,241,2023,110
2023-06-06,2023-06-05,300-399,Negotiated Formula Sows,,,,,,,241,2023,110
2023-06-06,2023-06-05,400-449,Negotiated Sows,1664.0,12.0,31.25,18.04,426.0,7060.0,241,2023,110
2023-06-06,2023-06-05,500-549,Combined Negotiated/Negotiated Formula Sows,1983.0,14.36,31.25,24.3,525.0,7060.0,241,2023,110
2023-06-06,2023-06-05,200/up,Boars,567.0,,,,323.0,567.0,241,2023,110
2023-06-06,2023-06-05,400-449,Swine/Pork Market Formula Sows,235.0,17.55,23.03,19.0,426.0,1458.0,241,2023,110
2023-06-06,2023-06-05,400-449,Negotiated Formula Sows,,,,,,,241,2023,110
2023-06-06,2023-06-05,550/up,Swine/Pork Market Formula Sows,267.0,22.19,25.42,22.87,584.0,1458.0,241,2023,110
2023-06-06,2023-06-05,400-449,Combined Negotiated/Negotiated Formula Sows,1664.0,12.0,31.25,18.04,426.0,7060.0,241,2023,110
2023-06-06,2023-06-05,550/up,Negotiated Formula Sows,,,,,,,241,2023,110
2023-06-06,2023-06-05,450-499,Negotiated Sows,1546.0,12.0,31.25,23.19,475.0,7060.0,241,2023,110
2023-06-06,2023-06-05,550/up,Negotiated Sows,954.0,19.65,32.0,24.04,586.0,7060.0,241,2023,110
2023-06-06,2023-06-05,500-549,Swine/Pork Market Formula Sows,618.0,21.85,25.45,23.33,524.0,1458.0,241,2023,110
2023-06-06,2023-06-05,300-399,Swine/Pork Market Formula Sows,43.0,,,,379.0,1458.0,241,2023,110
2023-06-07,2023-06-06,550/up,Swine/Pork Market Formula Sows,445.0,21.48,26.13,23.34,587.0,2461.0,242,2023,111
2023-06-07,2023-06-06,450-499,Negotiated Sows,1227.0,13.0,33.5,21.29,475.0,6891.0,242,2023,111
2023-06-07,2023-06-06,300-399,Negotiated Formula Sows,,,,,,,242,2023,111
2023-06-07,2023-06-06,400-449,Negotiated Formula Sows,,,,,,,242,2023,111
2023-06-07,2023-06-06,450-499,Swine/Pork Market Formula Sows,624.0,12.36,25.92,22.36,474.0,2461.0,242,2023,111
2023-06-07,2023-06-06,300-399,Swine/Pork Market Formula Sows,358.0,12.36,22.28,18.87,374.0,2461.0,242,2023,111
2023-06-07,2023-06-06,500-549,Swine/Pork Market Formula Sows,450.0,16.6,25.42,22.95,522.0,2461.0,242,2023,111
2023-06-07,2023-06-06,400-449,Combined Negotiated/Negotiated Formula Sows,1457.0,13.0,33.5,19.76,425.0,6891.0,242,2023,111
2023-06-07,2023-06-06,500-549,Combined Negotiated/Negotiated Formula Sows,1760.0,14.0,33.5,24.4,524.0,6891.0,242,2023,111
2023-06-07,2023-06-06,550/up,Negotiated Formula Sows,,,,,,,242,2023,111
2023-06-07,2023-06-06,500-549,Negotiated Formula Sows,,,,,,,242,2023,111
2023-06-07,2023-06-06,300-399,Combined Negotiated/Negotiated Formula Sows,1123.0,10.0,27.75,18.78,370.0,6891.0,242,2023,111
2023-06-07,2023-06-06,550/up,Combined Negotiated/Negotiated Formula Sows,1324.0,15.19,33.0,24.06,587.0,6891.0,242,2023,111
2023-06-07,2023-06-06,450-499,Combined Negotiated/Negotiated Formula Sows,1227.0,13.0,33.5,21.29,475.0,6891.0,242,2023,111
2023-06-07,2023-06-06,450-499,Negotiated Formula Sows,,,,,,,242,2023,111
2023-06-07,2023-06-06,400-449,Negotiated Sows,1457.0,13.0,33.5,19.76,425.0,6891.0,242,2023,111
2023-06-07,2023-06-06,200/up,Boars,327.0,8.0,41.6,36.37,501.0,327.0,242,2023,111
2023-06-07,2023-06-06,300-399,Negotiated Sows,1123.0,10.0,27.75,18.78,370.0,6891.0,242,2023,111
2023-06-07,2023-06-06,400-449,Swine/Pork Market Formula Sows,584.0,14.86,24.3,19.08,427.0,2461.0,242,2023,111
2023-06-07,2023-06-06,500-549,Negotiated Sows,1760.0,14.0,33.5,24.4,524.0,6891.0,242,2023,111
2023-06-07,2023-06-06,550/up,Negotiated Sows,1324.0,15.19,33.0,24.06,587.0,6891.0,242,2023,111
2023-06-08,2023-06-07,550/up,Combined Negotiated/Negotiated Formula Sows,1068.0,14.27,34.0,24.22,584.0,6438.0,243,2023,112
2023-06-08,2023-06-07,450-499,Negotiated Formula Sows,,,,,,,243,2023,112
2023-06-08,2023-06-07,500-549,Combined Negotiated/Negotiated Formula Sows,1251.0,14.27,35.0,23.51,524.0,6438.0,243,2023,112
2023-06-08,2023-06-07,300-399,Negotiated Sows,951.0,10.0,24.0,19.31,366.0,6438.0,243,2023,112
2023-06-08,2023-06-07,500-549,Negotiated Sows,1251.0,14.27,35.0,23.51,524.0,6438.0,243,2023,112
2023-06-08,2023-06-07,550/up,Swine/Pork Market Formula Sows,482.0,20.91,29.0,24.76,588.0,2507.0,243,2023,112
2023-06-08,2023-06-07,450-499,Negotiated Sows,1432.0,10.0,35.0,22.57,476.0,6438.0,243,2023,112
2023-06-08,2023-06-07,550/up,Negotiated Sows,1068.0,14.27,34.0,24.22,584.0,6438.0,243,2023,112
2023-06-08,2023-06-07,400-449,Combined Negotiated/Negotiated Formula Sows,1736.0,10.0,35.0,20.09,426.0,6438.0,243,2023,112
2023-06-08,2023-06-07,500-549,Swine/Pork Market Formula Sows,654.0,18.92,29.0,24.59,526.0,2507.0,243,2023,112
2023-06-08,2023-06-07,550/up,Negotiated Formula Sows,,,,,,,243,2023,112
