report_date,for_date_begin,purchase_type,head_count,avg_net_price,avg_carcass_weight,total_lbs,lbs_day1,usd_day1,lbs_day2,usd_day2,weekof_year,year,indexby_year,amount
2013-12-02,2013-11-29,Prod. Sold Negotiated,27684,80.89,211.33,80.89,5850459.720000001,473243686.7508001,1286550.74,103773182.6884,491,2013,220,80.84853912897307
2013-12-02,2013-11-29,Prod. Sold Swine or Pork Market Formula,278594,82.33,212.64,82.33,59240228.16,4877247984.4128,34987785.599999994,2845206724.991999,491,2013,220,81.95497709496449
2013-12-03,2013-12-02,Prod. Sold Swine or Pork Market Formula,145931,82.41,211.05,82.41,30798737.55,2538123961.4955,59240228.16,4877247984.4128,492,2013,221,82.35736480794256
2013-12-03,2013-12-02,Prod. Sold Negotiated,10428,81.41,208.29,81.41,2172048.12,176826437.4492,5850459.720000001,473243686.7508001,492,2013,221,81.0307870263172
2013-12-04,2013-12-03,Prod. Sold Negotiated,11613,82.2,203.17,82.2,2359413.21,193943765.862,2172048.12,176826437.4492,493,2013,222,81.82133230544417
2013-12-04,2013-12-03,Prod. Sold Swine or Pork Market Formula,152647,83.07,211.15,83.07,32231414.05,2677463565.1335,30798737.55,2538123961.4955,493,2013,222,82.74750090604256
2013-12-05,2013-12-04,Prod. Sold Swine or Pork Market Formula,150189,82.86,212.82,82.86,31963222.98,2648472656.1228,32231414.05,2677463565.1335,494,2013,223,82.96543866689886
2013-12-05,2013-12-04,Prod. Sold Negotiated,7921,81.68,204.13,81.68,1616913.73,132069513.4664,2359413.21,193943765.862,494,2013,223,81.98854979676294
2013-12-06,2013-12-05,Prod. Sold Negotiated,11178,81.75,201.48,81.75,2252143.44,184112726.22,1616913.73,132069513.4664,495,2013,224,81.72074637149908
2013-12-06,2013-12-05,Prod. Sold Swine or Pork Market Formula,153320,82.15,213.07,82.15,32667892.4,2683667360.66,31963222.98,2648472656.1228,495,2013,224,82.50112945494396
2013-12-09,2013-12-06,Prod. Sold Negotiated,19040,82.0,207.99,82.0,3960129.6,324730627.2,2252143.44,184112726.22,501,2013,225,81.90936717424125
2013-12-09,2013-12-06,Prod. Sold Swine or Pork Market Formula,204248,81.86,213.13,81.86,43531376.24,3563478459.0064,32667892.4,2683667360.66,501,2013,225,81.98432781790542
2013-12-10,2013-12-09,Prod. Sold Swine or Pork Market Formula,148796,81.44,211.07,81.44000000000001,31406371.72,2557734912.8768,43531376.24,3563478459.0064,502,2013,226,81.68397821549905
2013-12-10,2013-12-09,Prod. Sold Negotiated,8934,81.35,206.35,81.35,1843530.9,149971238.71499997,3960129.6,324730627.2,502,2013,226,81.7935277080732
2013-12-11,2013-12-10,Prod. Sold Swine or Pork Market Formula,154922,81.24,211.11,81.24,32705583.42,2657001597.0408,31406371.72,2557734912.8768,503,2013,227,81.33797352662673
2013-12-11,2013-12-10,Prod. Sold Negotiated,9374,81.74,195.41,81.74,1831773.34,149729152.8116,1843530.9,149971238.71499997,503,2013,227,81.5443761811131
2013-12-12,2013-12-11,Prod. Sold Swine or Pork Market Formula,160600,81.0,211.9,81.0,34031140.0,2756522340.0,32705583.42,2657001597.0408,504,2013,228,81.11761650285708
2013-12-12,2013-12-11,Prod. Sold Negotiated,8918,81.78,204.62,81.78,1824801.16,149232238.8648,1831773.34,149729152.8116,504,2013,228,81.75996186496405
2013-12-13,2013-12-12,Prod. Sold Swine or Pork Market Formula,166420,80.99,213.48,80.99,35527341.6,2877359396.184,34031140.0,2756522340.0,505,2013,229,80.99489245009627
2013-12-13,2013-12-12,Prod. Sold Negotiated,9108,81.12,201.12,81.12,1831800.96,148595693.8752,1824801.16,149232238.8648,505,2013,229,81.44936828401772
2013-12-16,2013-12-13,Prod. Sold Negotiated,17012,81.23,208.32,81.23,3543939.84,287874233.2032,1831800.96,148595693.8752,511,2013,230,81.19251714636242
2013-12-16,2013-12-13,Prod. Sold Swine or Pork Market Formula,226907,80.88,213.02,80.88,48335729.14,3909393772.8432,35527341.6,2877359396.184,511,2013,230,80.92659986262744
2013-12-17,2013-12-16,Prod. Sold Swine or Pork Market Formula,150606,80.57,211.08,80.57,31789914.48,2561313409.6536,48335729.14,3909393772.8432,512,2013,231,80.75700724707389
2013-12-17,2013-12-16,Prod. Sold Negotiated,8650,80.53,206.67,80.53,1787695.5,143963118.615,3543939.84,287874233.2032,512,2013,231,80.99529024019861
2013-12-18,2013-12-17,Prod. Sold Negotiated,10430,80.78,200.13,80.78,2087355.9,168616609.602,1787695.5,143963118.615,513,2013,232,80.66466633629686
2013-12-18,2013-12-17,Prod. Sold Swine or Pork Market Formula,155476,80.61,211.38,80.61,32864516.88,2649208705.6968,31789914.48,2561313409.6536,513,2013,232,80.5903324141524
2013-12-19,2013-12-18,Prod. Sold Swine or Pork Market Formula,153977,80.48,211.18,80.48,32516862.86,2616957122.9728003,32864516.88,2649208705.6968,514,2013,233,80.54534562610012
2013-12-19,2013-12-18,Prod. Sold Negotiated,11687,80.61,205.21,80.61,2398289.27,193326098.0547,2087355.9,168616609.602,514,2013,233,80.68910801892518
2013-12-20,2013-12-19,Prod. Sold Swine or Pork Market Formula,154825,79.97,211.91,79.97,32808965.75,2623732991.0275,32516862.86,2616957122.9728003,515,2013,234,80.22385977356072
2013-12-20,2013-12-19,Prod. Sold Negotiated,10700,80.35,199.63,80.35,2136041.0,171630894.35,2398289.27,193326098.0547,515,2013,234,80.48751870134505
2013-12-23,2013-12-20,Prod. Sold Swine or Pork Market Formula,215206,79.5,212.15,79.5,45655952.9,3629648255.55,32808965.75,2623732991.0275,521,2013,235,79.69652367156948
2013-12-23,2013-12-20,Prod. Sold Negotiated,16521,80.16,205.98,80.16000000000001,3402995.58,272784125.6928,2136041.0,171630894.35,521,2013,235,80.23327046574586
2013-12-24,2013-12-23,Prod. Sold Swine or Pork Market Formula,113605,79.26,210.19,79.26,23878634.95,1892620606.137,45655952.9,3629648255.55,522,2013,236,79.4175824209908
2013-12-24,2013-12-23,Prod. Sold Negotiated,5565,80.55,197.44,80.55,1098753.6,88504602.48,3402995.58,272784125.6928,522,2013,236,80.25518831166868
2013-12-26,2013-12-24,Prod. Sold Swine or Pork Market Formula,70501,78.99,210.08,78.99000000000001,14810850.08,1169909047.8192,23878634.95,1892620606.137,524,2013,237,79.1566404045311
2013-12-26,2013-12-24,Prod. Sold Negotiated,4051,81.15,190.37,81.15,771188.87,62581976.800500005,1098753.6,88504602.48,524,2013,237,80.79744789180599
2013-12-27,2013-12-26,Prod. Sold Swine or Pork Market Formula,158375,79.3,212.21,79.3,33608758.75,2665174568.875,14810850.08,1169909047.8192,525,2013,238,79.20517553454593
2013-12-27,2013-12-26,Prod. Sold Negotiated,8064,80.14,198.42,80.14,1600058.88,128228718.6432,771188.87,62581976.800500005,525,2013,238,80.46847717354714
2013-12-30,2013-12-27,Prod. Sold Negotiated,14071,79.18,206.73,79.18,2908897.83,230326530.17940003,1600058.88,128228718.6432,531,2013,239,79.5206678359527
2013-12-30,2013-12-27,Prod. Sold Swine or Pork Market Formula,299528,79.64,213.63,79.64,63988166.64,5096017591.2096,33608758.75,2665174568.875,531,2013,239,79.52291661925479
2013-12-31,2013-12-30,Prod. Sold Negotiated,5303,79.11,201.74,79.11,1069827.22,84634031.3742,2908897.83,230326530.17940003,532,2013,240,79.16117791391491
2013-12-31,2013-12-30,Prod. Sold Swine or Pork Market Formula,172827,79.76,212.26,79.76,36684259.02,2925936499.4352,63988166.64,5096017591.2096,532,2013,240,79.68372707872628
2014-01-02,2013-12-31,Prod. Sold Swine or Pork Market Formula,144024,79.79,212.79,79.79,30646866.96,2445313514.7384,36684259.02,2925936499.4352,14,2014,1,79.7736549923296
2014-01-02,2013-12-31,Prod. Sold Negotiated,7180,79.29,198.99,79.29,1428748.2,113285444.778,1069827.22,84634031.3742,14,2014,1,79.21292852236576
2014-01-03,2014-01-02,Prod. Sold Swine or Pork Market Formula,157343,80.39,213.51,80.39,33594303.93,2700646092.9327,30646866.96,2445313514.7384,15,2014,2,80.1037642430664
2014-01-03,2014-01-02,Prod. Sold Negotiated,8924,79.41,201.9,79.41,1801755.6,143077412.196,1428748.2,113285444.778,15,2014,2,79.35692784945805
2014-01-06,2014-01-03,Prod. Sold Negotiated,12648,78.19,211.07,78.19,2669613.36,208737068.6184,1801755.6,143077412.196,21,2014,3,78.68160376870352
2014-01-06,2014-01-03,Prod. Sold Swine or Pork Market Formula,284566,80.39,214.68,80.39,61090628.88,4911075655.6632,33594303.93,2700646092.9327,21,2014,3,80.39
2014-01-07,2014-01-06,Prod. Sold Swine or Pork Market Formula,123328,80.5,214.4,80.5,26441523.2,2128542617.6,61090628.88,4911075655.6632,22,2014,4,80.42322856210987
2014-01-07,2014-01-06,Prod. Sold Negotiated,4136,77.88,217.99,77.88,901606.64,70217125.1232,2669613.36,208737068.6184,22,2014,4,78.11173597302881
2014-01-08,2014-01-07,Prod. Sold Swine or Pork Market Formula,141154,80.9,213.33,80.9,30112382.82,2436091770.138,26441523.2,2128542617.6,23,2014,5,80.7129818075473
2014-01-08,2014-01-07,Prod. Sold Negotiated,5528,78.53,213.71,78.53,1181388.88,92774468.7464,901606.64,70217125.1232,23,2014,5,78.24865310780889
2014-01-09,2014-01-08,Prod. Sold Swine or Pork Market Formula,166040,80.91,213.65,80.91,35474446.0,2870237425.86,30112382.82,2436091770.138,24,2014,6,80.90540877591401
2014-01-09,2014-01-08,Prod. Sold Negotiated,6990,79.03,210.63,79.03,1472303.7,116356161.411,1181388.88,92774468.7464,24,2014,6,78.8074066052519
2014-01-10,2014-01-09,Prod. Sold Negotiated,13421,79.34,207.04,79.34,2778683.84,220460775.8656,1472303.7,116356161.411,25,2014,7,79.23263338395952
2014-01-10,2014-01-09,Prod. Sold Swine or Pork Market Formula,164473,81.37,214.33,81.37,35251498.09,2868414399.5833006,35474446.0,2870237425.86,25,2014,7,81.1392749758245
2014-01-13,2014-01-10,Prod. Sold Swine or Pork Market Formula,205840,81.08,213.65,81.08,43977716.0,3565713213.28,35251498.09,2868414399.5833006,31,2014,8,81.20902986055732
2014-01-13,2014-01-10,Prod. Sold Negotiated,22659,79.49,211.74,79.49,4797816.66,381378446.3034,2778683.84,220460775.8656,31,2014,8,79.43498745482825
2014-01-14,2014-01-13,Prod. Sold Negotiated,9802,79.34,204.02,79.34,1999804.04,158664452.5336,4797816.66,381378446.3034,32,2014,9,79.44587123506318
2014-01-14,2014-01-13,Prod. Sold Swine or Pork Market Formula,162433,80.4,213.36,80.4,34656704.88,2786399072.352,43977716.0,3565713213.28,32,2014,9,80.78030224608173
2014-01-15,2014-01-14,Prod. Sold Swine or Pork Market Formula,163421,80.23,214.08,80.23,34985167.68,2806860002.9664,34656704.88,2786399072.352,33,2014,10,80.3145991012738
2014-01-15,2014-01-14,Prod. Sold Negotiated,10979,79.13,206.89,79.13,2271445.31,179739467.3803,1999804.04,158664452.5336,33,2014,10,79.22832225046754
2014-01-16,2014-01-15,Prod. Sold Swine or Pork Market Formula,164295,80.14,213.8,80.14,35126271.0,2815019357.94,34985167.68,2806860002.9664,34,2014,11,80.1849094349008
2014-01-16,2014-01-15,Prod. Sold Negotiated,11543,78.84,202.0,78.84,2331686.0,183830124.24,2271445.31,179739467.3803,34,2014,11,78.98310240041793
2014-01-17,2014-01-16,Prod. Sold Swine or Pork Market Formula,150932,80.2,213.51,80.2,32225491.32,2584484403.8640003,35126271.0,2815019357.94,35,2014,12,80.16870792704749
2014-01-17,2014-01-16,Prod. Sold Negotiated,10464,79.43,200.0,79.43,2092800.0,166231104.0,2331686.0,183830124.24,35,2014,12,79.11907241654735
2014-01-20,2014-01-17,Prod. Sold Swine or Pork Market Formula,183018,79.93,214.99,79.93,39347039.82,3145008892.8126,32225491.32,2584484403.8640003,41,2014,13,80.05156734598894
2014-01-20,2014-01-17,Prod. Sold Negotiated,19176,79.07,211.87,79.07,4062819.12,321247107.8184,2092800.0,166231104.0,41,2014,13,79.19239353756505
2014-01-21,2014-01-20,Prod. Sold Negotiated,9737,79.09,203.95,79.09,1985861.15,157061758.3535,4062819.12,321247107.8184,42,2014,14,79.07656626259401
2014-01-21,2014-01-20,Prod. Sold Swine or Pork Market Formula,140508,80.04,214.08,80.04,30079952.64,2407599409.3056,39347039.82,3145008892.8126,42,2014,14,79.97765862200218
2014-01-22,2014-01-21,Prod. Sold Negotiated,12820,78.86,207.68,78.86,2662457.6,209961406.336,1985861.15,157061758.3535,43,2014,15,78.9582609173478
2014-01-22,2014-01-21,Prod. Sold Swine or Pork Market Formula,154344,80.25,214.19,80.25,33058941.36,2652980044.14,30079952.64,2407599409.3056,43,2014,15,80.14995405915093
2014-01-23,2014-01-22,Prod. Sold Negotiated,10126,79.2,204.99,79.2,2075728.74,164397716.208,2662457.6,209961406.336,44,2014,16,79.00894892706985
2014-01-23,2014-01-22,Prod. Sold Swine or Pork Market Formula,152242,80.89,213.69,80.89,32532592.98,2631561446.1522,33058941.36,2652980044.14,44,2014,16,80.56743211554212
2014-01-24,2014-01-23,Prod. Sold Negotiated,10948,79.57,204.51,79.57,2238975.48,178155278.94359997,2075728.74,164397716.208,45,2014,17,79.39199947096259
2014-01-24,2014-01-23,Prod. Sold Swine or Pork Market Formula,158189,81.07,215.01,81.07,34012216.89,2757370423.2723,32532592.98,2631561446.1522,45,2014,17,80.98200115008457
2014-01-27,2014-01-24,Prod. Sold Negotiated,19425,79.24,209.39,79.24,4067400.75,322300835.42999995,2238975.48,178155278.94359997,51,2014,18,79.35716108926155
2014-01-27,2014-01-24,Prod. Sold Swine or Pork Market Formula,190799,81.66,213.96,81.66,40823354.04,3333635090.9064,34012216.89,2757370423.2723,51,2014,18,81.39184933694337
2014-01-28,2014-01-27,Prod. Sold Swine or Pork Market Formula,144545,81.65,211.86,81.65,30623303.700000003,2500392747.1050005,40823354.04,3333635090.9064,52,2014,19,81.6557138227779
2014-01-28,2014-01-27,Prod. Sold Negotiated,11286,80.14,214.42,80.14,2419944.12,193934321.7768,4067400.75,322300835.42999995,52,2014,19,79.5757228190645
2014-01-29,2014-01-28,Prod. Sold Swine or Pork Market Formula,152825,82.15,212.18,82.15,32426408.5,2663829458.275,30623303.700000003,2500392747.1050005,53,2014,20,81.9071495362036
2014-01-29,2014-01-28,Prod. Sold Negotiated,10125,80.28,210.55,80.28,2131818.75,171142409.25,2419944.12,193934321.7768,53,2014,20,80.20556901875693
2014-01-30,2014-01-29,Prod. Sold Negotiated,10685,80.39,207.17,80.39,2213611.45,177952224.46549997,2131818.75,171142409.25,54,2014,21,80.33603524813262
2014-01-30,2014-01-29,Prod. Sold Swine or Pork Market Formula,153265,82.24,213.91,82.24,32784916.15,2696231504.176,32426408.5,2663829458.275,54,2014,21,82.19524739329155
2014-01-31,2014-01-30,Prod. Sold Negotiated,12020,81.22,206.52,81.22,2482370.4,201618123.888,2213611.45,177952224.46549997,55,2014,22,80.82875114892107
2014-01-31,2014-01-30,Prod. Sold Swine or Pork Market Formula,153952,82.28,213.88,82.28,32927253.76,2709254439.3728,32784916.15,2696231504.176,55,2014,22,82.260043321537
2014-02-03,2014-01-31,Prod. Sold Negotiated,20256,81.21,211.0,81.21,4274016.0,347092839.35999995,2482370.4,201618123.888,61,2014,23,81.21367410958021
2014-02-03,2014-01-31,Prod. Sold Swine or Pork Market Formula,229241,82.65,214.16,82.65,49094252.56,4057639974.0840006,32927253.76,2709254439.3728,61,2014,23,82.50146476286758
2014-02-04,2014-02-03,Prod. Sold Negotiated,13244,81.93,212.65,81.93,2816336.6,230742457.63800004,4274016.0,347092839.35999995,62,2014,24,81.49598892980302
2014-02-04,2014-02-03,Prod. Sold Swine or Pork Market Formula,153437,83.33,212.47,83.33,32600759.39,2716621279.9687,49094252.56,4057639974.0840006,62,2014,24,82.92135703705837
2014-02-05,2014-02-04,Prod. Sold Negotiated,11738,82.01,205.95,82.01,2417441.1,198254344.61100003,2816336.6,230742457.63800004,63,2014,25,81.96695137605865
2014-02-05,2014-02-04,Prod. Sold Swine or Pork Market Formula,155954,83.8,212.63,83.8,33160499.02,2778849817.876,32600759.39,2716621279.9687,63,2014,25,83.56700024780898
2014-02-06,2014-02-05,Prod. Sold Negotiated,12102,82.32,206.2,82.32,2495432.4,205423995.168,2417441.1,198254344.61100003,64,2014,26,82.1674606071172
2014-02-06,2014-02-05,Prod. Sold Swine or Pork Market Formula,144534,84.08,213.92,84.08,30918713.28,2599645412.5824,33160499.02,2778849817.876,64,2014,26,83.93510215571736
2014-02-07,2014-02-06,Prod. Sold Negotiated,10644,81.78,209.17,81.78,2226405.48,182075440.1544,2495432.4,205423995.168,65,2014,27,82.06538326182432
2014-02-07,2014-02-06,Prod. Sold Swine or Pork Market Formula,156414,84.69,213.47,84.69,33389696.58,2827773403.3602,30918713.28,2599645412.5824,65,2014,27,84.3967193055798
2014-02-10,2014-02-07,Prod. Sold Negotiated,19330,82.62,211.89,82.62,4095833.7,338397780.294,2226405.48,182075440.1544,71,2014,28,82.32419015321088
2014-02-10,2014-02-07,Prod. Sold Swine or Pork Market Formula,185226,84.77,214.56,84.77,39742090.56,3368937016.7712,33389696.58,2827773403.3602,71,2014,28,84.73347449131407
2014-02-11,2014-02-10,Prod. Sold Negotiated,12501,84.38,208.55,84.38,2607083.5500000003,219985709.949,4095833.7,338397780.294,72,2014,29,83.30454776880917
2014-02-11,2014-02-10,Prod. Sold Swine or Pork Market Formula,143995,85.09,213.28,85.09,30711253.6,2613220568.8240004,39742090.56,3368937016.7712,72,2014,29,84.90949091088822
2014-02-12,2014-02-11,Prod. Sold Negotiated,10769,84.36,207.38,84.36,2233275.22,188399097.5592,2607083.5500000003,219985709.949,73,2014,30,84.37077227401473
2014-02-12,2014-02-11,Prod. Sold Swine or Pork Market Formula,169286,85.61,212.27,85.61,35934339.22,3076338780.6242,30711253.6,2613220568.8240004,73,2014,30,85.37037647507867
2014-02-13,2014-02-12,Prod. Sold Negotiated,10502,85.06,204.4,85.06,2146608.8000000003,182590544.52800003,2233275.22,188399097.5592,74,2014,31,84.70307441775594
2014-02-13,2014-02-12,Prod. Sold Swine or Pork Market Formula,152388,85.76,213.11,85.76,32475406.680000003,2785090876.8768005,35934339.22,3076338780.6242,74,2014,31,85.68120785113163
2014-02-14,2014-02-13,Prod. Sold Negotiated,11068,83.72,208.71,83.72,2310002.2800000003,193393390.8816,2146608.8000000003,182590544.52800003,75,2014,32,84.36543567755075
2014-02-14,2014-02-13,Prod. Sold Swine or Pork Market Formula,151436,86.18,214.22,86.18,32440619.92,2795732624.7056003,32475406.680000003,2785090876.8768005,75,2014,32,85.96988746662447
2014-02-17,2014-02-14,Prod. Sold Negotiated,16724,84.97,218.13,84.97,3648006.12,309971080.0164,2310002.2800000003,193393390.8816,81,2014,33,84.48535770745137
2014-02-17,2014-02-14,Prod. Sold Swine or Pork Market Formula,224617,87.1,213.38,87.1,47928775.46,4174596342.566,32440619.92,2795732624.7056003,81,2014,33,86.72864756932307
2014-02-18,2014-02-17,Prod. Sold Negotiated,9516,86.45,209.57,86.45,1994268.12,172404478.974,3648006.12,309971080.0164,82,2014,34,85.49310764986849
2014-02-18,2014-02-17,Prod. Sold Swine or Pork Market Formula,159708,88.17,212.99,88.17,34016206.92,2999208964.1364,47928775.46,4174596342.566,82,2014,34,87.54416803014999
2014-02-19,2014-02-18,Prod. Sold Negotiated,12578,87.35,204.13,87.35,2567547.14,224275242.679,1994268.12,172404478.974,83,2014,35,86.95655107545937
2014-02-19,2014-02-18,Prod. Sold Swine or Pork Market Formula,162134,88.99,211.58,88.99,34304311.72,3052740699.9627995,34016206.92,2999208964.1364,83,2014,35,88.58172895303417
2014-02-20,2014-02-19,Prod. Sold Negotiated,10556,88.42,204.5,88.42,2158702.0,190872430.84,2567547.14,224275242.679,84,2014,36,87.83871971654035
2014-02-20,2014-02-19,Prod. Sold Swine or Pork Market Formula,171085,89.75,212.82,89.75,36410309.7,3267825295.575,34304311.72,3052740699.9627995,84,2014,36,89.38131702632822
2014-02-21,2014-02-20,Prod. Sold Negotiated,11314,88.63,206.37,88.63,2334870.18,206939544.0534,2158702.0,190872430.84,85,2014,37,88.52911647085193
2014-02-21,2014-02-20,Prod. Sold Swine or Pork Market Formula,159468,91.14,212.59,91.14,33901302.12,3089764675.2168,36410309.7,3267825295.575,85,2014,37,90.42019954068803
2014-02-24,2014-02-21,Prod. Sold Negotiated,20438,89.02,214.2,89.02,4377819.6,389713500.792,2334870.18,206939544.0534,91,2014,38,88.88434657342381
2014-02-24,2014-02-21,Prod. Sold Swine or Pork Market Formula,159776,92.54,213.33,92.54,34085014.080000006,3154227202.9632006,33901302.12,3089764675.2168,91,2014,38,91.84189153316707
2014-02-25,2014-02-24,Prod. Sold Negotiated,12686,92.93,206.01,92.93,2613442.86,242867244.9798,4377819.6,389713500.792,92,2014,39,90.48161893378553
2014-02-25,2014-02-24,Prod. Sold Swine or Pork Market Formula,153793,93.19,212.86,93.19,32736377.98,3050703063.9562,34085014.080000006,3154227202.9632006,92,2014,39,92.85844062254637
2014-02-26,2014-02-25,Prod. Sold Negotiated,10510,93.5,202.75,93.5,2130902.5,199239383.75,2613442.86,242867244.9798,93,2014,40,93.186013070895
2014-02-26,2014-02-25,Prod. Sold Swine or Pork Market Formula,155789,94.22,212.7,94.22,33136320.3,3122104098.666,32736377.98,3050703063.9562,93,2014,40,93.70812679304441
2014-02-27,2014-02-26,Prod. Sold Negotiated,12081,94.4,209.38,94.4,2529519.78,238786667.232,2130902.5,199239383.75,94,2014,41,93.98848959712723
2014-02-27,2014-02-26,Prod. Sold Swine or Pork Market Formula,161444,95.29,212.88,95.29,34368198.72,3274945656.0288,33136320.3,3122104098.666,94,2014,41,94.76476312348072
2014-02-28,2014-02-27,Prod. Sold Negotiated,12782,95.47,207.11,95.47,2647280.02,252735823.5094,2529519.78,238786667.232,95,2014,42,94.94717001445565
2014-02-28,2014-02-27,Prod. Sold Swine or Pork Market Formula,156182,96.72,214.49,96.72,33499477.18,3240069432.8496,34368198.72,3274945656.0288,95,2014,42,95.99584783893268
2014-03-03,2014-02-28,Prod. Sold Swine or Pork Market Formula,159423,98.18,212.75,98.18,33917243.25,3329994942.2850003,33499477.18,3240069432.8496,101,2014,43,97.45452364382535
2014-03-03,2014-02-28,Prod. Sold Negotiated,17658,95.36,210.74,95.36,3721246.92,354858106.29120004,2647280.02,252735823.5094,101,2014,43,95.40572498553331
2014-03-04,2014-03-03,Prod. Sold Swine or Pork Market Formula,133465,100.34,212.14,100.34,28313265.1,2840953020.134,33917243.25,3329994942.2850003,102,2014,44,99.16274390226802
2014-03-04,2014-03-03,Prod. Sold Negotiated,14926,99.08,210.97,99.08,3148938.22,311996798.8376,3721246.92,354858106.29120004,102,2014,44,97.06505596860816
2014-03-05,2014-03-04,Prod. Sold Negotiated,13617,101.17,206.29,101.17,2809050.93,284191682.5881,3148938.22,311996798.8376,103,2014,45,100.0653855547387
2014-03-05,2014-03-04,Prod. Sold Swine or Pork Market Formula,148939,101.5,212.72,101.5,31682304.08,3215753864.12,28313265.1,2840953020.134,103,2014,45,100.95256978198736
2014-03-06,2014-03-05,Prod. Sold Negotiated,11384,102.39,207.18,102.39,2358537.12,241490615.7168,2809050.93,284191682.5881,104,2014,46,101.72681978876004
2014-03-06,2014-03-05,Prod. Sold Swine or Pork Market Formula,155448,103.17,213.73,103.17,33223901.04,3427709870.2968,31682304.08,3215753864.12,104,2014,46,102.35483220955868
2014-03-07,2014-03-06,Prod. Sold Negotiated,13857,102.91,207.58,102.91,2876436.06,296014034.9346,2358537.12,241490615.7168,105,2014,47,102.67572195114856
2014-03-07,2014-03-06,Prod. Sold Swine or Pork Market Formula,146394,104.27,213.79,104.27,31297573.26,3263397963.8201995,33223901.04,3427709870.2968,105,2014,47,103.70357941614796
2014-03-10,2014-03-07,Prod. Sold Negotiated,15033,103.84,210.41,103.84,3163093.53,328455632.1552,2876436.06,296014034.9346,111,2014,48,103.39707054731062
2014-03-10,2014-03-07,Prod. Sold Swine or Pork Market Formula,148317,105.44,214.67,105.44,31839210.39,3357126343.5216,31297573.26,3263397963.8201995,111,2014,48,104.86001859142534
2014-03-11,2014-03-10,Prod. Sold Negotiated,14777,107.18,207.62,107.18,3068000.74,328828319.31320006,3163093.53,328455632.1552,112,2014,49,105.48451411382676
2014-03-11,2014-03-10,Prod. Sold Swine or Pork Market Formula,141981,106.74,212.46,106.74,30165283.26,3219842335.1724,31839210.39,3357126343.5216,112,2014,49,106.072452035805
2014-03-12,2014-03-11,Prod. Sold Swine or Pork Market Formula,148523,108.29,213.49,108.29,31708175.27,3433678299.9883003,30165283.26,3219842335.1724,113,2014,50,107.53432559349612
2014-03-12,2014-03-11,Prod. Sold Negotiated,14439,108.79,206.79,108.79,2985840.81,324829621.7199,3068000.74,328828319.31320006,113,2014,50,107.97407491332508
2014-03-13,2014-03-12,Prod. Sold Swine or Pork Market Formula,153388,110.1,213.52,110.1,32751405.76,3605929774.176,31708175.27,3433678299.9883003,114,2014,51,109.20964675349056
2014-03-13,2014-03-12,Prod. Sold Negotiated,16739,108.47,211.1,108.47,3533602.9,383289906.563,2985840.81,324829621.7199,114,2014,51,108.61655683854352
2014-03-14,2014-03-13,Prod. Sold Swine or Pork Market Formula,162034,111.7,215.18,111.7,34866476.120000005,3894585382.6040006,32751405.76,3605929774.176,115,2014,52,110.9250237990448
2014-03-14,2014-03-13,Prod. Sold Negotiated,12442,110.29,210.03,110.29,2613193.26,288209084.64540005,3533602.9,383289906.563,115,2014,52,109.24373831983392
2014-03-17,2014-03-14,Prod. Sold Swine or Pork Market Formula,150077,113.63,215.37,113.63,32322083.49,3672758346.9687,34866476.120000005,3894585382.6040006,121,2014,53,112.62845599753584
2014-03-17,2014-03-14,Prod. Sold Negotiated,11947,112.23,208.14,112.23,2486648.58,279076570.1334,2613193.26,288209084.64540005,121,2014,53,111.235930951694
2014-03-18,2014-03-17,Prod. Sold Swine or Pork Market Formula,146381,115.56,213.98,115.56,31322606.38,3619640393.2728,32322083.49,3672758346.9687,122,2014,54,114.57984562634964
2014-03-18,2014-03-17,Prod. Sold Negotiated,14654,115.38,210.28,115.38,3081443.12,355536907.1856,2486648.58,279076570.1334,122,2014,54,113.97324460712456
2014-03-19,2014-03-18,Prod. Sold Swine or Pork Market Formula,150079,117.74,214.34,117.74,32167932.86,3787452414.9364,31322606.38,3619640393.2728,123,2014,55,116.66451249074632
2014-03-19,2014-03-18,Prod. Sold Negotiated,14601,115.4,211.75,115.4,3091761.75,356789305.95,3081443.12,355536907.1856,123,2014,55,115.39001671519124
2014-03-20,2014-03-19,Prod. Sold Negotiated,11861,117.63,210.14,117.63,2492470.54,293189309.6202,3091761.75,356789305.95,124,2014,56,116.39533991702912
2014-03-20,2014-03-19,Prod. Sold Swine or Pork Market Formula,151449,119.52,214.52,119.52,32488839.48,3883066094.6496,32167932.86,3787452414.9364,124,2014,56,118.63441727728532
2014-03-21,2014-03-20,Prod. Sold Negotiated,15258,118.65,210.74,118.65,3215470.92,381515624.658,2492470.54,293189309.6202,125,2014,57,118.20459950516027
2014-03-21,2014-03-20,Prod. Sold Swine or Pork Market Formula,155715,121.56,214.5,121.56,33400867.5,4060209453.3,32488839.48,3883066094.6496,125,2014,57,120.55411857212664
2014-03-24,2014-03-21,Prod. Sold Negotiated,14994,120.91,211.71,120.91,3174379.74,383814254.3634,3215470.92,381515624.658,131,2014,58,119.772733314772
2014-03-24,2014-03-21,Prod. Sold Swine or Pork Market Formula,151852,124.14,215.22,124.14,32681587.44,4057092264.8016,33400867.5,4060209453.3,131,2014,58,122.83595888608797
2014-03-25,2014-03-24,Prod. Sold Swine or Pork Market Formula,145406,126.35,214.01,126.35,31118338.06,3931802013.881,32681587.44,4057092264.8016,132,2014,59,125.21792488115992
